"item1","item2","correlation","topic","k"
"growth","bank",0.24176860623408,2,6
"bank","economi",0.231173584187572,2,6
"economi","bank",0.231173584187572,2,6
"market","growth",0.20090851062447,2,6
"growth","market",0.20090851062447,2,6
"share","market",0.199254522703945,2,6
"market","share",0.199254522703945,2,6
"bank","rate",0.184186592557132,2,6
"rate","bank",0.184186592557132,2,6
"price","market",0.175128507636694,2,6
"market","price",0.175128507636694,2,6
"price","growth",0.171577442365317,2,6
"growth","price",0.171577442365317,2,6
"price","economi",0.145365580386319,2,6
"economi","price",0.145365580386319,2,6
"price","rate",0.138418212687371,2,6
"rate","price",0.138418212687371,2,6
"market","bank",0.129233430292586,2,6
"bank","market",0.129233430292586,2,6
"firm","share",0.12520801079354,2,6
"share","firm",0.12520801079354,2,6
"compani","share",0.120347821092697,2,6
"share","compani",0.120347821092697,2,6
"firm","market",0.100847874199583,2,6
"market","firm",0.100847874199583,2,6
"market","rate",0.0937509927720224,2,6
"rate","market",0.0937509927720224,2,6
"month","growth",0.0936624701131026,2,6
"growth","month",0.0936624701131026,2,6
"share","growth",0.0906079300723445,2,6
"growth","share",0.0906079300723445,2,6
"market","economi",0.0811756864025926,2,6
"economi","market",0.0811756864025926,2,6
"compani","market",0.0768255761535378,2,6
"market","compani",0.0768255761535378,2,6
"price","bank",0.0766314659437166,2,6
"bank","price",0.0766314659437166,2,6
"price","share",0.0509755051323439,2,6
"share","price",0.0509755051323439,2,6
"share","bank",0.0224873982618405,2,6
"bank","share",0.0224873982618405,2,6
"rate","month",0.0222154675355577,2,6
"month","rate",0.0222154675355577,2,6
"bank","month",0.019941716892673,2,6
"month","bank",0.019941716892673,2,6
"compani","growth",0.0127192669798233,2,6
"growth","compani",0.0127192669798233,2,6
"price","month",0.00957152303676548,2,6
"month","price",0.00957152303676548,2,6
"month","economi",0.00339728613283864,2,6
"economi","month",0.00339728613283864,2,6
"price","compani",0.000456498059895067,2,6
"compani","price",0.000456498059895067,2,6
"firm","growth",-0.000458328307847071,2,6
"growth","firm",-0.000458328307847071,2,6
"price","firm",-0.00121547011072389,2,6
"firm","price",-0.00121547011072389,2,6
"firm","bank",-0.0270499108875392,2,6
"bank","firm",-0.0270499108875392,2,6
"firm","economi",-0.0356537266528631,2,6
"economi","firm",-0.0356537266528631,2,6
"share","month",-0.0360842886043837,2,6
"month","share",-0.0360842886043837,2,6
"compani","bank",-0.0558021807728067,2,6
"bank","compani",-0.0558021807728067,2,6
"market","month",-0.0668755983273841,2,6
"month","market",-0.0668755983273841,2,6
"firm","rate",-0.06800573210677,2,6
"rate","firm",-0.06800573210677,2,6
"share","economi",-0.0695565482518162,2,6
"economi","share",-0.0695565482518162,2,6
"compani","economi",-0.0790321738370302,2,6
"economi","compani",-0.0790321738370302,2,6
"share","rate",-0.0927612645267569,2,6
"rate","share",-0.0927612645267569,2,6
"compani","rate",-0.107890224824153,2,6
"rate","compani",-0.107890224824153,2,6
"compani","month",-0.125380940329375,2,6
"month","compani",-0.125380940329375,2,6
"firm","month",-0.142629063111329,2,6
"month","firm",-0.142629063111329,2,6
"digit","technolog",0.471245006448027,3,6
"technolog","digit",0.471245006448027,3,6
"game","player",0.389035473533901,3,6
"player","game",0.389035473533901,3,6
"game","play",0.340304105401209,3,6
"play","game",0.340304105401209,3,6
"player","play",0.331454202143407,3,6
"play","player",0.331454202143407,3,6
"digit","music",0.307762108428221,3,6
"music","digit",0.307762108428221,3,6
"video","technolog",0.301980048481068,3,6
"technolog","video",0.301980048481068,3,6
"digit","video",0.289108808007672,3,6
"video","digit",0.289108808007672,3,6
"video","player",0.211258174654105,3,6
"player","video",0.211258174654105,3,6
"technolog","peopl",0.210532482630234,3,6
"peopl","technolog",0.210532482630234,3,6
"music","video",0.197127552273843,3,6
"video","music",0.197127552273843,3,6
"digit","peopl",0.188513131029792,3,6
"peopl","digit",0.188513131029792,3,6
"video","game",0.16772303819818,3,6
"game","video",0.16772303819818,3,6
"digit","player",0.164522549132125,3,6
"player","digit",0.164522549132125,3,6
"music","technolog",0.149409138824169,3,6
"technolog","music",0.149409138824169,3,6
"music","play",0.120119610587227,3,6
"play","music",0.120119610587227,3,6
"music","sale",0.110600043784381,3,6
"sale","music",0.110600043784381,3,6
"video","peopl",0.10823561205075,3,6
"peopl","video",0.10823561205075,3,6
"technolog","player",0.10241987361533,3,6
"player","technolog",0.10241987361533,3,6
"digit","sale",0.0922309242752957,3,6
"sale","digit",0.0922309242752957,3,6
"music","peopl",0.0866592161905363,3,6
"peopl","music",0.0866592161905363,3,6
"music","player",0.0755521455000776,3,6
"player","music",0.0755521455000776,3,6
"video","sale",0.0618181641666474,3,6
"sale","video",0.0618181641666474,3,6
"video","play",0.0506249778119353,3,6
"play","video",0.0506249778119353,3,6
"game","time",0.0482777225101542,3,6
"time","game",0.0482777225101542,3,6
"digit","game",0.0370850042514929,3,6
"game","digit",0.0370850042514929,3,6
"video","time",0.0194525269131852,3,6
"time","video",0.0194525269131852,3,6
"music","game",0.0170909174343999,3,6
"game","music",0.0170909174343999,3,6
"digit","play",0.0168752448987821,3,6
"play","digit",0.0168752448987821,3,6
"player","time",0.0101371906977864,3,6
"time","player",0.0101371906977864,3,6
"technolog","time",-0.000752341485580998,3,6
"time","technolog",-0.000752341485580998,3,6
"digit","time",-0.00281315064637782,3,6
"time","digit",-0.00281315064637782,3,6
"game","technolog",-0.0158435807893656,3,6
"technolog","game",-0.0158435807893656,3,6
"player","sale",-0.0263480809396995,3,6
"sale","player",-0.0263480809396995,3,6
"technolog","sale",-0.028267902306019,3,6
"sale","technolog",-0.028267902306019,3,6
"play","time",-0.0329095840751126,3,6
"time","play",-0.0329095840751126,3,6
"music","time",-0.0422057686317173,3,6
"time","music",-0.0422057686317173,3,6
"game","sale",-0.0462534611320406,3,6
"sale","game",-0.0462534611320406,3,6
"technolog","play",-0.0529759578847444,3,6
"play","technolog",-0.0529759578847444,3,6
"peopl","time",-0.0771274658268007,3,6
"time","peopl",-0.0771274658268007,3,6
"player","peopl",-0.0840504130049469,3,6
"peopl","player",-0.0840504130049469,3,6
"play","sale",-0.089412011980103,3,6
"sale","play",-0.089412011980103,3,6
"peopl","sale",-0.130977870783399,3,6
"sale","peopl",-0.130977870783399,3,6
"play","peopl",-0.142696168960533,3,6
"peopl","play",-0.142696168960533,3,6
"time","sale",-0.157415528548658,3,6
"sale","time",-0.157415528548658,3,6
"game","peopl",-0.164079157923121,3,6
"peopl","game",-0.164079157923121,3,6
"nomin","award",0.518492954568599,4,6
"award","nomin",0.518492954568599,4,6
"actor","nomin",0.43114651413372,4,6
"nomin","actor",0.43114651413372,4,6
"actor","film",0.424167310531385,4,6
"film","actor",0.424167310531385,4,6
"actor","star",0.412558948456866,4,6
"star","actor",0.412558948456866,4,6
"star","film",0.372088742647707,4,6
"film","star",0.372088742647707,4,6
"actor","award",0.371332606462995,4,6
"award","actor",0.371332606462995,4,6
"film","award",0.307967723060176,4,6
"award","film",0.307967723060176,4,6
"nomin","film",0.300858902231436,4,6
"film","nomin",0.300858902231436,4,6
"star","award",0.295691385318291,4,6
"award","star",0.295691385318291,4,6
"nomin","star",0.26387943395634,4,6
"star","nomin",0.26387943395634,4,6
"award","won",0.26276150956826,4,6
"won","award",0.26276150956826,4,6
"actor","director",0.220182193955809,4,6
"director","actor",0.220182193955809,4,6
"nomin","won",0.193143589013508,4,6
"won","nomin",0.193143589013508,4,6
"film","director",0.183786164134049,4,6
"director","film",0.183786164134049,4,6
"nomin","director",0.166459195192544,4,6
"director","nomin",0.166459195192544,4,6
"music","award",0.161167021950286,4,6
"award","music",0.161167021950286,4,6
"award","director",0.141574317611874,4,6
"director","award",0.141574317611874,4,6
"actor","won",0.121046604347586,4,6
"won","actor",0.121046604347586,4,6
"nomin","music",0.102304065003496,4,6
"music","nomin",0.102304065003496,4,6
"music","film",0.0898269553432355,4,6
"film","music",0.0898269553432355,4,6
"actor","includ",0.0864801088909685,4,6
"includ","actor",0.0864801088909685,4,6
"nomin","includ",0.0836638530154425,4,6
"includ","nomin",0.0836638530154425,4,6
"award","includ",0.0813662595331527,4,6
"includ","award",0.0813662595331527,4,6
"star","director",0.0791478250341919,4,6
"director","star",0.0791478250341919,4,6
"music","star",0.074570530840636,4,6
"star","music",0.074570530840636,4,6
"star","won",0.0515466265231579,4,6
"won","star",0.0515466265231579,4,6
"award","top",0.0418004962724633,4,6
"top","award",0.0418004962724633,4,6
"film","includ",0.0265362246408548,4,6
"includ","film",0.0265362246408548,4,6
"film","won",0.0166354360465968,4,6
"won","film",0.0166354360465968,4,6
"star","top",0.014412467992013,4,6
"top","star",0.014412467992013,4,6
"music","includ",0.0112763472289496,4,6
"includ","music",0.0112763472289496,4,6
"actor","music",0.00867463691818752,4,6
"music","actor",0.00867463691818752,4,6
"won","top",-0.000157504567926672,4,6
"top","won",-0.000157504567926672,4,6
"nomin","top",-0.0137831870993243,4,6
"top","nomin",-0.0137831870993243,4,6
"star","includ",-0.0160102580628197,4,6
"includ","star",-0.0160102580628197,4,6
"music","top",-0.0304649129563953,4,6
"top","music",-0.0304649129563953,4,6
"music","won",-0.0426437512730105,4,6
"won","music",-0.0426437512730105,4,6
"film","top",-0.0540552435883243,4,6
"top","film",-0.0540552435883243,4,6
"actor","top",-0.0627155894931508,4,6
"top","actor",-0.0627155894931508,4,6
"includ","director",-0.0634135723038671,4,6
"director","includ",-0.0634135723038671,4,6
"won","director",-0.0736380748819066,4,6
"director","won",-0.0736380748819066,4,6
"won","includ",-0.0979088500094015,4,6
"includ","won",-0.0979088500094015,4,6
"music","director",-0.102799195438968,4,6
"director","music",-0.102799195438968,4,6
"top","includ",-0.133279739386591,4,6
"includ","top",-0.133279739386591,4,6
"top","director",-0.152718597546095,4,6
"director","top",-0.152718597546095,4,6
"labour","elect",0.568200412441904,5,6
"elect","labour",0.568200412441904,5,6
"tori","labour",0.56713871525927,5,6
"labour","tori",0.56713871525927,5,6
"labour","parti",0.525699313196849,5,6
"parti","labour",0.525699313196849,5,6
"parti","elect",0.498336649212077,5,6
"elect","parti",0.498336649212077,5,6
"tori","parti",0.483198765485629,5,6
"parti","tori",0.483198765485629,5,6
"tori","elect",0.478849552716186,5,6
"elect","tori",0.478849552716186,5,6
"labour","blair",0.459913560994989,5,6
"blair","labour",0.459913560994989,5,6
"tori","blair",0.431140916462885,5,6
"blair","tori",0.431140916462885,5,6
"elect","blair",0.429747960757158,5,6
"blair","elect",0.429747960757158,5,6
"minist","blair",0.427547707726028,5,6
"blair","minist",0.427547707726028,5,6
"minist","govern",0.416137826693792,5,6
"govern","minist",0.416137826693792,5,6
"labour","minist",0.333786770020497,5,6
"minist","labour",0.333786770020497,5,6
"minist","elect",0.326225304053639,5,6
"elect","minist",0.326225304053639,5,6
"tori","minist",0.32398363994059,5,6
"minist","tori",0.32398363994059,5,6
"parti","blair",0.309193884080941,5,6
"blair","parti",0.309193884080941,5,6
"tori","govern",0.299869842950084,5,6
"govern","tori",0.299869842950084,5,6
"labour","govern",0.278464064839029,5,6
"govern","labour",0.278464064839029,5,6
"elect","govern",0.251912098446168,5,6
"govern","elect",0.251912098446168,5,6
"blair","govern",0.25019404942431,5,6
"govern","blair",0.25019404942431,5,6
"parti","minist",0.238365002947187,5,6
"minist","parti",0.238365002947187,5,6
"parti","govern",0.215732251668061,5,6
"govern","parti",0.215732251668061,5,6
"tori","plan",0.214040503829302,5,6
"plan","tori",0.214040503829302,5,6
"minist","plan",0.188713487215703,5,6
"plan","minist",0.188713487215703,5,6
"blair","plan",0.161162799058347,5,6
"plan","blair",0.161162799058347,5,6
"plan","govern",0.14976012277595,5,6
"govern","plan",0.14976012277595,5,6
"elect","plan",0.142122491635909,5,6
"plan","elect",0.142122491635909,5,6
"labour","plan",0.126192940212273,5,6
"plan","labour",0.126192940212273,5,6
"parti","plan",0.105934776052111,5,6
"plan","parti",0.105934776052111,5,6
"minist","told",0.0944114335703257,5,6
"told","minist",0.0944114335703257,5,6
"tori","told",0.093783731064752,5,6
"told","tori",0.093783731064752,5,6
"blair","told",0.0706343763459895,5,6
"told","blair",0.0706343763459895,5,6
"tori","peopl",0.068168305170819,5,6
"peopl","tori",0.068168305170819,5,6
"parti","peopl",0.0666447969854954,5,6
"peopl","parti",0.0666447969854954,5,6
"elect","peopl",0.0521817197036271,5,6
"peopl","elect",0.0521817197036271,5,6
"labour","told",0.0498720678830273,5,6
"told","labour",0.0498720678830273,5,6
"labour","peopl",0.0451118096453448,5,6
"peopl","labour",0.0451118096453448,5,6
"elect","told",0.0290300702629178,5,6
"told","elect",0.0290300702629178,5,6
"parti","told",0.0165888986760902,5,6
"told","parti",0.0165888986760902,5,6
"blair","peopl",0.016438552535632,5,6
"peopl","blair",0.016438552535632,5,6
"told","govern",0.0116509519433043,5,6
"govern","told",0.0116509519433043,5,6
"peopl","govern",-0.0511210983911,5,6
"govern","peopl",-0.0511210983911,5,6
"minist","peopl",-0.0598380642824092,5,6
"peopl","minist",-0.0598380642824092,5,6
"told","plan",-0.0732909091242229,5,6
"plan","told",-0.0732909091242229,5,6
"plan","peopl",-0.0808255386042625,5,6
"peopl","plan",-0.0808255386042625,5,6
"told","peopl",-0.104856300676584,5,6
"peopl","told",-0.104856300676584,5,6
"game","player",0.376770147230945,6,6
"player","game",0.376770147230945,6,6
"match","game",0.331280813959016,6,6
"game","match",0.331280813959016,6,6
"game","play",0.322673068890678,6,6
"play","game",0.322673068890678,6,6
"player","play",0.315851006486048,6,6
"play","player",0.315851006486048,6,6
"game","team",0.258153335851871,6,6
"team","game",0.258153335851871,6,6
"match","play",0.244471483282366,6,6
"play","match",0.244471483282366,6,6
"match","win",0.227940946498168,6,6
"win","match",0.227940946498168,6,6
"match","player",0.222936474858493,6,6
"player","match",0.222936474858493,6,6
"player","team",0.217037357157318,6,6
"team","player",0.217037357157318,6,6
"win","final",0.202232017768336,6,6
"final","win",0.202232017768336,6,6
"match","team",0.191577445747899,6,6
"team","match",0.191577445747899,6,6
"win","game",0.190813442279358,6,6
"game","win",0.190813442279358,6,6
"match","final",0.180983861613985,6,6
"final","match",0.180983861613985,6,6
"win","play",0.179643646531527,6,6
"play","win",0.179643646531527,6,6
"match","england",0.177655652553209,6,6
"england","match",0.177655652553209,6,6
"england","team",0.157795184459523,6,6
"team","england",0.157795184459523,6,6
"win","team",0.155115824653952,6,6
"team","win",0.155115824653952,6,6
"play","team",0.151001624993952,6,6
"team","play",0.151001624993952,6,6
"win","player",0.138297254968284,6,6
"player","win",0.138297254968284,6,6
"england","player",0.127393168992315,6,6
"player","england",0.127393168992315,6,6
"england","game",0.114298409935784,6,6
"game","england",0.114298409935784,6,6
"game","final",0.105741435306094,6,6
"final","game",0.105741435306094,6,6
"play","final",0.0957638020078701,6,6
"final","play",0.0957638020078701,6,6
"england","play",0.0918662215417105,6,6
"play","england",0.0918662215417105,6,6
"team","final",0.0758145872758189,6,6
"final","team",0.0758145872758189,6,6
"world","final",0.068063005968032,6,6
"final","world",0.068063005968032,6,6
"win","england",0.066927089767818,6,6
"england","win",0.066927089767818,6,6
"player","final",0.0663821592366289,6,6
"final","player",0.0663821592366289,6,6
"player","world",0.0599402719164543,6,6
"world","player",0.0599402719164543,6,6
"match","world",0.0358424481397491,6,6
"world","match",0.0358424481397491,6,6
"win","world",0.0258766213031364,6,6
"world","win",0.0258766213031364,6,6
"game","world",0.0251842715677694,6,6
"world","game",0.0251842715677694,6,6
"team","world",0.0215964383459107,6,6
"world","team",0.0215964383459107,6,6
"game","time",0.00749712778278451,6,6
"time","game",0.00749712778278451,6,6
"final","time",0.00298481927154874,6,6
"time","final",0.00298481927154874,6,6
"england","final",0.0014541950704398,6,6
"final","england",0.0014541950704398,6,6
"play","world",0.000606219133073381,6,6
"world","play",0.000606219133073381,6,6
"england","world",-0.011890685682847,6,6
"world","england",-0.011890685682847,6,6
"match","time",-0.0123707287260884,6,6
"time","match",-0.0123707287260884,6,6
"team","time",-0.0207380005393151,6,6
"time","team",-0.0207380005393151,6,6
"win","time",-0.0210849434571521,6,6
"time","win",-0.0210849434571521,6,6
"player","time",-0.0276830676888838,6,6
"time","player",-0.0276830676888838,6,6
"england","time",-0.0518201373938348,6,6
"time","england",-0.0518201373938348,6,6
"play","time",-0.0859141372659876,6,6
"time","play",-0.0859141372659876,6,6
"world","time",-0.0875754072778034,6,6
"time","world",-0.0875754072778034,6,6
