"item1","item2","correlation","topic","k"
"peopl","technolog",0.00561687481612774,1,12
"mobil","peopl",3.06818438190048e-05,1,12
"peopl","mobil",3.06818438190048e-05,1,12
"phone","peopl",-0.00900033062492673,1,12
"peopl","phone",-0.00900033062492673,1,12
"network","peopl",-0.0608771289363536,1,12
"peopl","network",-0.0608771289363536,1,12
"music","servic",-0.119863522467865,1,12
"servic","music",-0.119863522467865,1,12
"servic","peopl",-0.153488038234168,1,12
"peopl","servic",-0.153488038234168,1,12
"music","peopl",-0.178332396871818,1,12
"peopl","music",-0.178332396871818,1,12
"growth","economi",0.4397529175022,2,12
"economi","growth",0.4397529175022,2,12
"rate","growth",0.335218469207102,2,12
"growth","rate",0.335218469207102,2,12
"rate","economi",0.317226868965343,2,12
"economi","rate",0.317226868965343,2,12
"bank","growth",0.246824079630071,2,12
"growth","bank",0.246824079630071,2,12
"rise","growth",0.246122856333488,2,12
"growth","rise",0.246122856333488,2,12
"rise","rate",0.242152005218051,2,12
"rate","rise",0.242152005218051,2,12
"bank","economi",0.235917777798876,2,12
"economi","bank",0.235917777798876,2,12
"rise","economi",0.221335989606686,2,12
"economi","rise",0.221335989606686,2,12
"market","growth",0.209945262043926,2,12
"growth","market",0.209945262043926,2,12
"price","rise",0.198725099994216,2,12
"rise","price",0.198725099994216,2,12
"bank","rate",0.18942108494354,2,12
"rate","bank",0.18942108494354,2,12
"price","market",0.184966738048634,2,12
"market","price",0.184966738048634,2,12
"price","growth",0.178139596372727,2,12
"growth","price",0.178139596372727,2,12
"rise","bank",0.15292374901924,2,12
"bank","rise",0.15292374901924,2,12
"price","economi",0.151610221395097,2,12
"economi","price",0.151610221395097,2,12
"price","rate",0.144972398189267,2,12
"rate","price",0.144972398189267,2,12
"market","bank",0.137927818962875,2,12
"bank","market",0.137927818962875,2,12
"market","sale",0.133622214756744,2,12
"sale","market",0.133622214756744,2,12
"growth","expect",0.116195995482897,2,12
"expect","growth",0.116195995482897,2,12
"sale","growth",0.112507439602029,2,12
"growth","sale",0.112507439602029,2,12
"month","growth",0.106947476180859,2,12
"growth","month",0.106947476180859,2,12
"market","rate",0.103715787333271,2,12
"rate","market",0.103715787333271,2,12
"market","economi",0.090886192912835,2,12
"economi","market",0.090886192912835,2,12
"expect","economi",0.0900595618836288,2,12
"economi","expect",0.0900595618836288,2,12
"rise","market",0.0898253609155199,2,12
"market","rise",0.0898253609155199,2,12
"price","bank",0.083082356999199,2,12
"bank","price",0.083082356999199,2,12
"price","sale",0.0685378885194642,2,12
"sale","price",0.0685378885194642,2,12
"rise","month",0.0526383995142381,2,12
"month","rise",0.0526383995142381,2,12
"rise","expect",0.0414021302418533,2,12
"expect","rise",0.0414021302418533,2,12
"rate","expect",0.0371516768586872,2,12
"expect","rate",0.0371516768586872,2,12
"rate","month",0.036258826147782,2,12
"month","rate",0.036258826147782,2,12
"bank","sale",0.0341490641031019,2,12
"sale","bank",0.0341490641031019,2,12
"bank","month",0.0328663150560333,2,12
"month","bank",0.0328663150560333,2,12
"price","month",0.0251330773981314,2,12
"month","price",0.0251330773981314,2,12
"bank","expect",0.0186211356737203,2,12
"expect","bank",0.0186211356737203,2,12
"month","economi",0.0172295709049138,2,12
"economi","month",0.0172295709049138,2,12
"price","expect",0.0169492125280284,2,12
"expect","price",0.0169492125280284,2,12
"rise","sale",0.013184003755692,2,12
"sale","rise",0.013184003755692,2,12
"sale","expect",-0.000930004384280213,2,12
"expect","sale",-0.000930004384280213,2,12
"sale","economi",-0.0319702064071027,2,12
"economi","sale",-0.0319702064071027,2,12
"sale","rate",-0.0369474293663292,2,12
"rate","sale",-0.0369474293663292,2,12
"market","month",-0.0422726755032219,2,12
"month","market",-0.0422726755032219,2,12
"market","expect",-0.0504571983504169,2,12
"expect","market",-0.0504571983504169,2,12
"sale","month",-0.102179355658052,2,12
"month","sale",-0.102179355658052,2,12
"month","expect",-0.112030070517398,2,12
"expect","month",-0.112030070517398,2,12
"game","player",0.394527992482081,3,12
"player","game",0.394527992482081,3,12
"game","play",0.348123288754515,3,12
"play","game",0.348123288754515,3,12
"player","play",0.338401395220389,3,12
"play","player",0.338401395220389,3,12
"video","technolog",0.304630556293597,3,12
"technolog","video",0.304630556293597,3,12
"gadget","video",0.261125399720619,3,12
"video","gadget",0.261125399720619,3,12
"gadget","technolog",0.258719939333924,3,12
"technolog","gadget",0.258719939333924,3,12
"technolog","peopl",0.218119962361797,3,12
"peopl","technolog",0.218119962361797,3,12
"video","player",0.21502212686395,3,12
"player","video",0.21502212686395,3,12
"market","sale",0.211271491521034,3,12
"sale","market",0.211271491521034,3,12
"gadget","player",0.205149751156295,3,12
"player","gadget",0.205149751156295,3,12
"video","game",0.172167885341388,3,12
"game","video",0.172167885341388,3,12
"gadget","peopl",0.162148241194366,3,12
"peopl","gadget",0.162148241194366,3,12
"gadget","market",0.143319806760687,3,12
"market","gadget",0.143319806760687,3,12
"gadget","sale",0.130250458278982,3,12
"sale","gadget",0.130250458278982,3,12
"technolog","market",0.123450478210262,3,12
"market","technolog",0.123450478210262,3,12
"video","peopl",0.115115495072474,3,12
"peopl","video",0.115115495072474,3,12
"technolog","player",0.10801152209788,3,12
"player","technolog",0.10801152209788,3,12
"video","market",0.0993008907902275,3,12
"market","video",0.0993008907902275,3,12
"gadget","game",0.0873553958081082,3,12
"game","gadget",0.0873553958081082,3,12
"video","sale",0.0660144976773433,3,12
"sale","video",0.0660144976773433,3,12
"game","time",0.0657651454387292,3,12
"time","game",0.0657651454387292,3,12
"video","play",0.056710185086653,3,12
"play","video",0.056710185086653,3,12
"gadget","play",0.0438618548716227,3,12
"play","gadget",0.0438618548716227,3,12
"video","time",0.0292246752609663,3,12
"time","video",0.0292246752609663,3,12
"player","time",0.0264039925280557,3,12
"time","player",0.0264039925280557,3,12
"technolog","time",0.0121072404306247,3,12
"time","technolog",0.0121072404306247,3,12
"gadget","time",0.00578673951095571,3,12
"time","gadget",0.00578673951095571,3,12
"game","technolog",-0.00868557971840857,3,12
"technolog","game",-0.00868557971840857,3,12
"play","time",-0.0103445424495435,3,12
"time","play",-0.0103445424495435,3,12
"player","sale",-0.0188423410395072,3,12
"sale","player",-0.0188423410395072,3,12
"technolog","sale",-0.0224054294702745,3,12
"sale","technolog",-0.0224054294702745,3,12
"game","sale",-0.0376317591274775,3,12
"sale","game",-0.0376317591274775,3,12
"technolog","play",-0.0442141272159282,3,12
"play","technolog",-0.0442141272159282,3,12
"peopl","time",-0.0473204031104182,3,12
"time","peopl",-0.0473204031104182,3,12
"peopl","market",-0.0473874619559218,3,12
"market","peopl",-0.0473874619559218,3,12
"player","market",-0.0604137073515323,3,12
"market","player",-0.0604137073515323,3,12
"player","peopl",-0.0693146518735436,3,12
"peopl","player",-0.0693146518735436,3,12
"market","time",-0.0724305639018043,3,12
"time","market",-0.0724305639018043,3,12
"play","sale",-0.0788252379170781,3,12
"sale","play",-0.0788252379170781,3,12
"game","market",-0.11426275475366,3,12
"market","game",-0.11426275475366,3,12
"peopl","sale",-0.116800629841592,3,12
"sale","peopl",-0.116800629841592,3,12
"play","peopl",-0.122316202701314,3,12
"peopl","play",-0.122316202701314,3,12
"time","sale",-0.139188144222786,3,12
"sale","time",-0.139188144222786,3,12
"game","peopl",-0.146250928693153,3,12
"peopl","game",-0.146250928693153,3,12
"play","market",-0.159594261866277,3,12
"market","play",-0.159594261866277,3,12
"prime","blair",0.622061834659534,4,12
"blair","prime",0.622061834659534,4,12
"prime","minist",0.603803721275995,4,12
"minist","prime",0.603803721275995,4,12
"minist","blair",0.442318259110398,4,12
"blair","minist",0.442318259110398,4,12
"tsunami","aid",0.392644181245281,4,12
"aid","tsunami",0.392644181245281,4,12
"brown","blair",0.322681614139624,4,12
"blair","brown",0.322681614139624,4,12
"prime","brown",0.30846296594017,4,12
"brown","prime",0.30846296594017,4,12
"minist","brown",0.245063395431036,4,12
"brown","minist",0.245063395431036,4,12
"minist","countri",0.155922935617956,4,12
"countri","minist",0.155922935617956,4,12
"countri","blair",0.136830237928123,4,12
"blair","countri",0.136830237928123,4,12
"prime","countri",0.111558820610686,4,12
"countri","prime",0.111558820610686,4,12
"brown","aid",0.090042547219882,4,12
"aid","brown",0.090042547219882,4,12
"world","aid",0.087461398117956,4,12
"aid","world",0.087461398117956,4,12
"blair","aid",0.0817287980233769,4,12
"aid","blair",0.0817287980233769,4,12
"minist","aid",0.0805903154005478,4,12
"aid","minist",0.0805903154005478,4,12
"countri","aid",0.078216665846837,4,12
"aid","countri",0.078216665846837,4,12
"tsunami","countri",0.076405844534079,4,12
"countri","tsunami",0.076405844534079,4,12
"prime","aid",0.0702073525316301,4,12
"aid","prime",0.0702073525316301,4,12
"countri","brown",0.0687515384175872,4,12
"brown","countri",0.0687515384175872,4,12
"tsunami","minist",0.0650589446229195,4,12
"minist","tsunami",0.0650589446229195,4,12
"blair","peopl",0.0650345319782429,4,12
"peopl","blair",0.0650345319782429,4,12
"tsunami","peopl",0.0551041089823432,4,12
"peopl","tsunami",0.0551041089823432,4,12
"tsunami","brown",0.0537697078796192,4,12
"brown","tsunami",0.0537697078796192,4,12
"countri","world",0.0434699107566642,4,12
"world","countri",0.0434699107566642,4,12
"prime","peopl",0.0403154004523758,4,12
"peopl","prime",0.0403154004523758,4,12
"tsunami","prime",0.038506646114157,4,12
"prime","tsunami",0.038506646114157,4,12
"peopl","aid",0.032453650197803,4,12
"aid","peopl",0.032453650197803,4,12
"tsunami","world",0.0315735553044151,4,12
"world","tsunami",0.0315735553044151,4,12
"tsunami","blair",0.030490641517747,4,12
"blair","tsunami",0.030490641517747,4,12
"minist","peopl",0.0217638356823176,4,12
"peopl","minist",0.0217638356823176,4,12
"countri","peopl",0.0052318778770359,4,12
"peopl","countri",0.0052318778770359,4,12
"brown","peopl",0.00148707466269535,4,12
"peopl","brown",0.00148707466269535,4,12
"tsunami","time",-0.0242996981288494,4,12
"time","tsunami",-0.0242996981288494,4,12
"blair","world",-0.0477940275161084,4,12
"world","blair",-0.0477940275161084,4,12
"blair","time",-0.0494938586226201,4,12
"time","blair",-0.0494938586226201,4,12
"brown","time",-0.0505047097900389,4,12
"time","brown",-0.0505047097900389,4,12
"brown","world",-0.0512598440306779,4,12
"world","brown",-0.0512598440306779,4,12
"aid","time",-0.0567247787102997,4,12
"time","aid",-0.0567247787102997,4,12
"prime","time",-0.059490330895055,4,12
"time","prime",-0.059490330895055,4,12
"world","peopl",-0.0735334055205323,4,12
"peopl","world",-0.0735334055205323,4,12
"world","time",-0.0745063694247245,4,12
"time","world",-0.0745063694247245,4,12
"prime","world",-0.0781688142019434,4,12
"world","prime",-0.0781688142019434,4,12
"countri","time",-0.0968814725621866,4,12
"time","countri",-0.0968814725621866,4,12
"minist","time",-0.107903494866727,4,12
"time","minist",-0.107903494866727,4,12
"minist","world",-0.118066573673284,4,12
"world","minist",-0.118066573673284,4,12
"peopl","time",-0.130839158268432,4,12
"time","peopl",-0.130839158268432,4,12
"minist","govern",0.392379818395065,5,12
"govern","minist",0.392379818395065,5,12
"pension","tax",0.290857403266031,5,12
"tax","pension",0.290857403266031,5,12
"tax","spend",0.266501342891393,5,12
"spend","tax",0.266501342891393,5,12
"tax","budget",0.261337297600397,5,12
"budget","tax",0.261337297600397,5,12
"tax","govern",0.210417957921765,5,12
"govern","tax",0.210417957921765,5,12
"tax","cut",0.177862950003995,5,12
"cut","tax",0.177862950003995,5,12
"pension","govern",0.172653679243239,5,12
"govern","pension",0.172653679243239,5,12
"budget","spend",0.172551689698767,5,12
"spend","budget",0.172551689698767,5,12
"minist","plan",0.155680564067512,5,12
"plan","minist",0.155680564067512,5,12
"pension","budget",0.155370796423774,5,12
"budget","pension",0.155370796423774,5,12
"tax","increas",0.143202038601273,5,12
"increas","tax",0.143202038601273,5,12
"spend","increas",0.133928273162277,5,12
"increas","spend",0.133928273162277,5,12
"pension","cut",0.133063095000987,5,12
"cut","pension",0.133063095000987,5,12
"cut","spend",0.132829807789502,5,12
"spend","cut",0.132829807789502,5,12
"govern","budget",0.126913661825899,5,12
"budget","govern",0.126913661825899,5,12
"pension","plan",0.118354387025468,5,12
"plan","pension",0.118354387025468,5,12
"plan","govern",0.105197947221933,5,12
"govern","plan",0.105197947221933,5,12
"plan","tax",0.103090258316748,5,12
"tax","plan",0.103090258316748,5,12
"pension","spend",0.0939929764374091,5,12
"spend","pension",0.0939929764374091,5,12
"pension","minist",0.0919483094085561,5,12
"minist","pension",0.0919483094085561,5,12
"pension","increas",0.0851689990370585,5,12
"increas","pension",0.0851689990370585,5,12
"minist","budget",0.0832465313977582,5,12
"budget","minist",0.0832465313977582,5,12
"cut","budget",0.0808996239115551,5,12
"budget","cut",0.0808996239115551,5,12
"govern","spend",0.0769040221453754,5,12
"spend","govern",0.0769040221453754,5,12
"budget","increas",0.0684140000881308,5,12
"increas","budget",0.0684140000881308,5,12
"minist","tax",0.0614459480903067,5,12
"tax","minist",0.0614459480903067,5,12
"cut","increas",0.040321049523165,5,12
"increas","cut",0.040321049523165,5,12
"minist","spend",0.0313232319222771,5,12
"spend","minist",0.0313232319222771,5,12
"plan","budget",0.0261921740670604,5,12
"budget","plan",0.0261921740670604,5,12
"plan","spend",0.0157856410935115,5,12
"spend","plan",0.0157856410935115,5,12
"plan","cut",0.00477380833290004,5,12
"cut","plan",0.00477380833290004,5,12
"tax","report",-0.0158542839513359,5,12
"report","tax",-0.0158542839513359,5,12
"minist","cut",-0.0183111064386641,5,12
"cut","minist",-0.0183111064386641,5,12
"govern","cut",-0.0251444633139664,5,12
"cut","govern",-0.0251444633139664,5,12
"govern","increas",-0.036359458265947,5,12
"increas","govern",-0.036359458265947,5,12
"pension","report",-0.0373672531416563,5,12
"report","pension",-0.0373672531416563,5,12
"spend","report",-0.0454663346837786,5,12
"report","spend",-0.0454663346837786,5,12
"budget","report",-0.0472276257006994,5,12
"report","budget",-0.0472276257006994,5,12
"plan","increas",-0.0593950942360287,5,12
"increas","plan",-0.0593950942360287,5,12
"report","increas",-0.0614721704892267,5,12
"increas","report",-0.0614721704892267,5,12
"minist","report",-0.0713169001635704,5,12
"report","minist",-0.0713169001635704,5,12
"minist","increas",-0.0778864605299116,5,12
"increas","minist",-0.0778864605299116,5,12
"govern","report",-0.0820965612573296,5,12
"report","govern",-0.0820965612573296,5,12
"cut","report",-0.117992192466228,5,12
"report","cut",-0.117992192466228,5,12
"plan","report",-0.145614593474288,5,12
"report","plan",-0.145614593474288,5,12
"match","game",0.334164705952761,6,12
"game","match",0.334164705952761,6,12
"game","play",0.328094961842287,6,12
"play","game",0.328094961842287,6,12
"olymp","champion",0.26695228036578,6,12
"champion","olymp",0.26695228036578,6,12
"match","play",0.248263128637759,6,12
"play","match",0.248263128637759,6,12
"match","win",0.231575827475771,6,12
"win","match",0.231575827475771,6,12
"champion","final",0.221675089470679,6,12
"final","champion",0.221675089470679,6,12
"win","final",0.206720533410037,6,12
"final","win",0.206720533410037,6,12
"win","champion",0.205248741141021,6,12
"champion","win",0.205248741141021,6,12
"win","game",0.196804576891842,6,12
"game","win",0.196804576891842,6,12
"match","champion",0.193738003625999,6,12
"champion","match",0.193738003625999,6,12
"win","play",0.18680794489027,6,12
"play","win",0.18680794489027,6,12
"match","final",0.18382312367169,6,12
"final","match",0.18382312367169,6,12
"game","champion",0.170682387579068,6,12
"champion","game",0.170682387579068,6,12
"olymp","world",0.147781267287932,6,12
"world","olymp",0.147781267287932,6,12
"olymp","final",0.146785363706327,6,12
"final","olymp",0.146785363706327,6,12
"champion","world",0.138839044009699,6,12
"world","champion",0.138839044009699,6,12
"play","champion",0.124582510242721,6,12
"champion","play",0.124582510242721,6,12
"olymp","win",0.115201139511718,6,12
"win","olymp",0.115201139511718,6,12
"game","final",0.110431731639708,6,12
"final","game",0.110431731639708,6,12
"play","final",0.101325606944541,6,12
"final","play",0.101325606944541,6,12
"olymp","game",0.0908847177464188,6,12
"game","olymp",0.0908847177464188,6,12
"world","final",0.0739134315565626,6,12
"final","world",0.0739134315565626,6,12
"set","final",0.0715470001317466,6,12
"final","set",0.0715470001317466,6,12
"olymp","set",0.0462432975390863,6,12
"set","olymp",0.0462432975390863,6,12
"match","world",0.0410271900488621,6,12
"world","match",0.0410271900488621,6,12
"win","world",0.0345434048902746,6,12
"world","win",0.0345434048902746,6,12
"game","world",0.033177823318297,6,12
"world","game",0.033177823318297,6,12
"game","time",0.0202461374904276,6,12
"time","game",0.0202461374904276,6,12
"final","time",0.0128605456703377,6,12
"time","final",0.0128605456703377,6,12
"play","world",0.0102767679752053,6,12
"world","play",0.0102767679752053,6,12
"champion","time",0.00869186626490004,6,12
"time","champion",0.00869186626490004,6,12
"champion","set",-0.0015723886950448,6,12
"set","champion",-0.0015723886950448,6,12
"olymp","match",-0.00270947056005516,6,12
"match","olymp",-0.00270947056005516,6,12
"match","time",-0.00370967045120047,6,12
"time","match",-0.00370967045120047,6,12
"win","time",-0.00678900420582916,6,12
"time","win",-0.00678900420582916,6,12
"win","set",-0.00996355680827078,6,12
"set","win",-0.00996355680827078,6,12
"game","set",-0.0146272369917951,6,12
"set","game",-0.0146272369917951,6,12
"set","world",-0.0171026813507804,6,12
"world","set",-0.0171026813507804,6,12
"olymp","time",-0.0248828713683831,6,12
"time","olymp",-0.0248828713683831,6,12
"match","set",-0.0254444271564215,6,12
"set","match",-0.0254444271564215,6,12
"play","set",-0.0442663000604052,6,12
"set","play",-0.0442663000604052,6,12
"set","time",-0.0494124289193675,6,12
"time","set",-0.0494124289193675,6,12
"play","time",-0.069287160193014,6,12
"time","play",-0.069287160193014,6,12
"world","time",-0.0706303993544392,6,12
"time","world",-0.0706303993544392,6,12
"olymp","play",-0.0949871078237026,6,12
"play","olymp",-0.0949871078237026,6,12
"nomin","award",0.514136205423966,7,12
"award","nomin",0.514136205423966,7,12
"actor","nomin",0.42708016628262,7,12
"nomin","actor",0.42708016628262,7,12
"actor","film",0.417304511396924,7,12
"film","actor",0.417304511396924,7,12
"song","music",0.413426438997021,7,12
"music","song",0.413426438997021,7,12
"actor","star",0.405422635135821,7,12
"star","actor",0.405422635135821,7,12
"actor","award",0.364803386142302,7,12
"award","actor",0.364803386142302,7,12
"star","film",0.357085818481313,7,12
"film","star",0.357085818481313,7,12
"film","award",0.295238417120849,7,12
"award","film",0.295238417120849,7,12
"nomin","film",0.292920741680764,7,12
"film","nomin",0.292920741680764,7,12
"star","award",0.282439187453308,7,12
"award","star",0.282439187453308,7,12
"nomin","star",0.255233773389851,7,12
"star","nomin",0.255233773389851,7,12
"award","won",0.248257903972719,7,12
"won","award",0.248257903972719,7,12
"nomin","won",0.183016456163357,7,12
"won","nomin",0.183016456163357,7,12
"music","award",0.146552673882188,7,12
"award","music",0.146552673882188,7,12
"song","star",0.132690237508642,7,12
"star","song",0.132690237508642,7,12
"song","nomin",0.13150752267168,7,12
"nomin","song",0.13150752267168,7,12
"actor","won",0.10870221385416,7,12
"won","actor",0.10870221385416,7,12
"song","award",0.105074212101183,7,12
"award","song",0.105074212101183,7,12
"nomin","music",0.0920187899131263,7,12
"music","nomin",0.0920187899131263,7,12
"music","film",0.0699024354874789,7,12
"film","music",0.0699024354874789,7,12
"actor","includ",0.0666285739908021,7,12
"includ","actor",0.0666285739908021,7,12
"nomin","includ",0.0653880050880155,7,12
"includ","nomin",0.0653880050880155,7,12
"music","star",0.0538122763330015,7,12
"star","music",0.0538122763330015,7,12
"award","includ",0.0527261880757369,7,12
"includ","award",0.0527261880757369,7,12
"song","top",0.0451592472412007,7,12
"top","song",0.0451592472412007,7,12
"song","includ",0.0329719629622093,7,12
"includ","song",0.0329719629622093,7,12
"song","actor",0.0312642528059829,7,12
"actor","song",0.0312642528059829,7,12
"star","won",0.0271986268710868,7,12
"won","star",0.0271986268710868,7,12
"song","film",0.0197008216774811,7,12
"film","song",0.0197008216774811,7,12
"award","top",0.0187903995598199,7,12
"top","award",0.0187903995598199,7,12
"actor","music",-0.00382009895921482,7,12
"music","actor",-0.00382009895921482,7,12
"film","won",-0.00799871747514574,7,12
"won","film",-0.00799871747514574,7,12
"film","includ",-0.0123923222854752,7,12
"includ","film",-0.0123923222854752,7,12
"star","top",-0.0161369292239965,7,12
"top","star",-0.0161369292239965,7,12
"music","includ",-0.0259171089441809,7,12
"includ","music",-0.0259171089441809,7,12
"nomin","top",-0.0302301201590549,7,12
"top","nomin",-0.0302301201590549,7,12
"won","top",-0.0326690686981836,7,12
"top","won",-0.0326690686981836,7,12
"song","won",-0.045071887871026,7,12
"won","song",-0.045071887871026,7,12
"star","includ",-0.0578991923313507,7,12
"includ","star",-0.0578991923313507,7,12
"music","top",-0.0597850059491218,7,12
"top","music",-0.0597850059491218,7,12
"music","won",-0.0671773211220427,7,12
"won","music",-0.0671773211220427,7,12
"actor","top",-0.0816188371050687,7,12
"top","actor",-0.0816188371050687,7,12
"film","top",-0.0860035827083273,7,12
"top","film",-0.0860035827083273,7,12
"won","includ",-0.145720258957511,7,12
"includ","won",-0.145720258957511,7,12
"top","includ",-0.192583252572301,7,12
"includ","top",-0.192583252572301,7,12
"user","softwar",0.381853190251622,8,12
"softwar","user",0.381853190251622,8,12
"user","net",0.377598084823142,8,12
"net","user",0.377598084823142,8,12
"virus","softwar",0.333076164361713,8,12
"softwar","virus",0.333076164361713,8,12
"site","user",0.323458954307016,8,12
"user","site",0.323458954307016,8,12
"virus","mail",0.316395240495248,8,12
"mail","virus",0.316395240495248,8,12
"virus","user",0.30101009128557,8,12
"user","virus",0.30101009128557,8,12
"virus","secur",0.22315796495973,8,12
"secur","virus",0.22315796495973,8,12
"net","softwar",0.220775076229912,8,12
"softwar","net",0.220775076229912,8,12
"site","net",0.211325744374022,8,12
"net","site",0.211325744374022,8,12
"mail","user",0.209299435565463,8,12
"user","mail",0.209299435565463,8,12
"mail","net",0.180954650960614,8,12
"net","mail",0.180954650960614,8,12
"mail","softwar",0.16418834553989,8,12
"softwar","mail",0.16418834553989,8,12
"user","peopl",0.164003134261807,8,12
"peopl","user",0.164003134261807,8,12
"search","user",0.160506860707281,8,12
"user","search",0.160506860707281,8,12
"mail","site",0.154549689852282,8,12
"site","mail",0.154549689852282,8,12
"site","softwar",0.153706991683623,8,12
"softwar","site",0.153706991683623,8,12
"virus","site",0.146775404036382,8,12
"site","virus",0.146775404036382,8,12
"user","firm",0.142604286836057,8,12
"firm","user",0.142604286836057,8,12
"virus","net",0.139303462951005,8,12
"net","virus",0.139303462951005,8,12
"search","site",0.137625054153065,8,12
"site","search",0.137625054153065,8,12
"search","softwar",0.135363809015256,8,12
"softwar","search",0.135363809015256,8,12
"softwar","firm",0.128648332413764,8,12
"firm","softwar",0.128648332413764,8,12
"virus","firm",0.121618679499946,8,12
"firm","virus",0.121618679499946,8,12
"search","net",0.119730299392345,8,12
"net","search",0.119730299392345,8,12
"site","peopl",0.0977349742553484,8,12
"peopl","site",0.0977349742553484,8,12
"softwar","secur",0.0877684770634591,8,12
"secur","softwar",0.0877684770634591,8,12
"mail","secur",0.0823641773146402,8,12
"secur","mail",0.0823641773146402,8,12
"net","firm",0.0765225357509688,8,12
"firm","net",0.0765225357509688,8,12
"virus","search",0.0615422274401565,8,12
"search","virus",0.0615422274401565,8,12
"mail","peopl",0.0572350993794285,8,12
"peopl","mail",0.0572350993794285,8,12
"search","mail",0.0534046977027063,8,12
"mail","search",0.0534046977027063,8,12
"user","secur",0.050402384599508,8,12
"secur","user",0.050402384599508,8,12
"softwar","peopl",0.0468940972784249,8,12
"peopl","softwar",0.0468940972784249,8,12
"site","firm",0.041684762624371,8,12
"firm","site",0.041684762624371,8,12
"mail","firm",0.0397952238775244,8,12
"firm","mail",0.0397952238775244,8,12
"search","peopl",0.018415812777452,8,12
"peopl","search",0.018415812777452,8,12
"firm","secur",0.0158175325906265,8,12
"secur","firm",0.0158175325906265,8,12
"net","peopl",0.0105683822032839,8,12
"peopl","net",0.0105683822032839,8,12
"virus","peopl",0.00303672473964564,8,12
"peopl","virus",0.00303672473964564,8,12
"net","secur",-0.00148437737862692,8,12
"secur","net",-0.00148437737862692,8,12
"search","firm",-0.0160738364797136,8,12
"firm","search",-0.0160738364797136,8,12
"search","secur",-0.0165399523903799,8,12
"secur","search",-0.0165399523903799,8,12
"site","secur",-0.0253746814475687,8,12
"secur","site",-0.0253746814475687,8,12
"secur","peopl",-0.225837754646431,8,12
"peopl","secur",-0.225837754646431,8,12
"firm","peopl",-0.3301961571162,8,12
"peopl","firm",-0.3301961571162,8,12
"yuko","oil",0.459096549803391,9,12
"oil","yuko",0.459096549803391,9,12
"firm","compani",0.30439030344894,9,12
"compani","firm",0.30439030344894,9,12
"yuko","court",0.251606526414098,9,12
"court","yuko",0.251606526414098,9,12
"yuko","compani",0.163563992790538,9,12
