"item1","item2","correlation","topic","k"
"peopl","site",0.0977349742553484,8,8
"softwar","secur",0.0877684770634591,8,8
"secur","softwar",0.0877684770634591,8,8
"mail","secur",0.0823641773146402,8,8
"secur","mail",0.0823641773146402,8,8
"net","firm",0.0765225357509688,8,8
"firm","net",0.0765225357509688,8,8
"virus","search",0.0615422274401565,8,8
"search","virus",0.0615422274401565,8,8
"mail","peopl",0.0572350993794285,8,8
"peopl","mail",0.0572350993794285,8,8
"search","mail",0.0534046977027063,8,8
"mail","search",0.0534046977027063,8,8
"user","secur",0.050402384599508,8,8
"secur","user",0.050402384599508,8,8
"softwar","peopl",0.0468940972784249,8,8
"peopl","softwar",0.0468940972784249,8,8
"site","firm",0.041684762624371,8,8
"firm","site",0.041684762624371,8,8
"mail","firm",0.0397952238775244,8,8
"firm","mail",0.0397952238775244,8,8
"search","peopl",0.018415812777452,8,8
"peopl","search",0.018415812777452,8,8
"firm","secur",0.0158175325906265,8,8
"secur","firm",0.0158175325906265,8,8
"net","peopl",0.0105683822032839,8,8
"peopl","net",0.0105683822032839,8,8
"virus","peopl",0.00303672473964564,8,8
"peopl","virus",0.00303672473964564,8,8
"net","secur",-0.00148437737862692,8,8
"secur","net",-0.00148437737862692,8,8
"search","firm",-0.0160738364797136,8,8
"firm","search",-0.0160738364797136,8,8
"search","secur",-0.0165399523903799,8,8
"secur","search",-0.0165399523903799,8,8
"site","secur",-0.0253746814475687,8,8
"secur","site",-0.0253746814475687,8,8
"secur","peopl",-0.225837754646431,8,8
"peopl","secur",-0.225837754646431,8,8
"firm","peopl",-0.3301961571162,8,8
"peopl","firm",-0.3301961571162,8,8
