"item1","item2","correlation","topic","k"
"price","market",0.155441031868312,2,11
"market","price",0.155441031868312,2,11
"rise","bank",0.134458233965418,2,11
"bank","rise",0.134458233965418,2,11
"price","economi",0.133073632943206,2,11
"economi","price",0.133073632943206,2,11
"price","rate",0.125506519639506,2,11
"rate","price",0.125506519639506,2,11
"market","bank",0.111900167449042,2,11
"bank","market",0.111900167449042,2,11
"market","sale",0.0957236541777029,2,11
"sale","market",0.0957236541777029,2,11
"market","econom",0.0903032023514419,2,11
"econom","market",0.0903032023514419,2,11
"sale","growth",0.0874969997678543,2,11
"growth","sale",0.0874969997678543,2,11
"market","rate",0.0738452618243816,2,11
"rate","market",0.0738452618243816,2,11
"month","growth",0.0666132105280158,2,11
"growth","month",0.0666132105280158,2,11
"price","econom",0.0646811121399915,2,11
"econom","price",0.0646811121399915,2,11
"price","bank",0.0639439926660736,2,11
"bank","price",0.0639439926660736,2,11
"market","economi",0.0617931158152129,2,11
"economi","market",0.0617931158152129,2,11
"rise","market",0.0548873229658479,2,11
"market","rise",0.0548873229658479,2,11
"price","sale",0.0409855582990287,2,11
"sale","price",0.0409855582990287,2,11
"bank","sale",0.0101570726068612,2,11
"sale","bank",0.0101570726068612,2,11
"rise","month",0.00470901989751211,2,11
"month","rise",0.00470901989751211,2,11
"bank","month",-0.006335483073698,2,11
"month","bank",-0.006335483073698,2,11
"rate","month",-0.00638324417492646,2,11
"month","rate",-0.00638324417492646,2,11
"rise","sale",-0.0174220944387428,2,11
"sale","rise",-0.0174220944387428,2,11
"month","econom",-0.0218617618404633,2,11
"econom","month",-0.0218617618404633,2,11
"price","month",-0.0221875849152561,2,11
"month","price",-0.0221875849152561,2,11
"month","economi",-0.0247569768004676,2,11
"economi","month",-0.0247569768004676,2,11
"sale","economi",-0.0589007384983336,2,11
"economi","sale",-0.0589007384983336,2,11
"sale","rate",-0.0651159943055287,2,11
"rate","sale",-0.0651159943055287,2,11
"sale","econom",-0.110911683422437,2,11
"econom","sale",-0.110911683422437,2,11
"market","month",-0.117825325960397,2,11
"month","market",-0.117825325960397,2,11
"sale","month",-0.166984278113774,2,11
"month","sale",-0.166984278113774,2,11
"game","player",0.394527992482081,3,11
"player","game",0.394527992482081,3,11
"game","play",0.348123288754515,3,11
"play","game",0.348123288754515,3,11
"player","play",0.338401395220389,3,11
"play","player",0.338401395220389,3,11
"video","technolog",0.304630556293597,3,11
"technolog","video",0.304630556293597,3,11
"gadget","video",0.261125399720619,3,11
"video","gadget",0.261125399720619,3,11
"gadget","technolog",0.258719939333924,3,11
"technolog","gadget",0.258719939333924,3,11
"technolog","peopl",0.218119962361797,3,11
"peopl","technolog",0.218119962361797,3,11
"video","player",0.21502212686395,3,11
"player","video",0.21502212686395,3,11
"market","sale",0.211271491521034,3,11
"sale","market",0.211271491521034,3,11
"gadget","player",0.205149751156295,3,11
"player","gadget",0.205149751156295,3,11
"video","game",0.172167885341388,3,11
"game","video",0.172167885341388,3,11
"gadget","peopl",0.162148241194366,3,11
"peopl","gadget",0.162148241194366,3,11
"gadget","market",0.143319806760687,3,11
"market","gadget",0.143319806760687,3,11
"gadget","sale",0.130250458278982,3,11
"sale","gadget",0.130250458278982,3,11
"technolog","market",0.123450478210262,3,11
"market","technolog",0.123450478210262,3,11
"video","peopl",0.115115495072474,3,11
"peopl","video",0.115115495072474,3,11
"technolog","player",0.10801152209788,3,11
"player","technolog",0.10801152209788,3,11
"video","market",0.0993008907902275,3,11
"market","video",0.0993008907902275,3,11
"gadget","game",0.0873553958081082,3,11
"game","gadget",0.0873553958081082,3,11
"video","sale",0.0660144976773433,3,11
"sale","video",0.0660144976773433,3,11
"game","time",0.0657651454387292,3,11
"time","game",0.0657651454387292,3,11
"video","play",0.056710185086653,3,11
"play","video",0.056710185086653,3,11
"gadget","play",0.0438618548716227,3,11
"play","gadget",0.0438618548716227,3,11
"video","time",0.0292246752609663,3,11
"time","video",0.0292246752609663,3,11
"player","time",0.0264039925280557,3,11
"time","player",0.0264039925280557,3,11
"technolog","time",0.0121072404306247,3,11
"time","technolog",0.0121072404306247,3,11
"gadget","time",0.00578673951095571,3,11
"time","gadget",0.00578673951095571,3,11
"game","technolog",-0.00868557971840857,3,11
"technolog","game",-0.00868557971840857,3,11
"play","time",-0.0103445424495435,3,11
"time","play",-0.0103445424495435,3,11
"player","sale",-0.0188423410395072,3,11
"sale","player",-0.0188423410395072,3,11
"technolog","sale",-0.0224054294702745,3,11
"sale","technolog",-0.0224054294702745,3,11
"game","sale",-0.0376317591274775,3,11
"sale","game",-0.0376317591274775,3,11
"technolog","play",-0.0442141272159282,3,11
"play","technolog",-0.0442141272159282,3,11
"peopl","time",-0.0473204031104182,3,11
"time","peopl",-0.0473204031104182,3,11
"peopl","market",-0.0473874619559218,3,11
"market","peopl",-0.0473874619559218,3,11
"player","market",-0.0604137073515323,3,11
"market","player",-0.0604137073515323,3,11
"player","peopl",-0.0693146518735436,3,11
"peopl","player",-0.0693146518735436,3,11
"market","time",-0.0724305639018043,3,11
"time","market",-0.0724305639018043,3,11
"play","sale",-0.0788252379170781,3,11
"sale","play",-0.0788252379170781,3,11
"game","market",-0.11426275475366,3,11
"market","game",-0.11426275475366,3,11
"peopl","sale",-0.116800629841592,3,11
"sale","peopl",-0.116800629841592,3,11
"play","peopl",-0.122316202701314,3,11
"peopl","play",-0.122316202701314,3,11
"time","sale",-0.139188144222786,3,11
"sale","time",-0.139188144222786,3,11
"game","peopl",-0.146250928693153,3,11
"peopl","game",-0.146250928693153,3,11
"play","market",-0.159594261866277,3,11
"market","play",-0.159594261866277,3,11
"prime","blair",0.620432661665334,4,11
"blair","prime",0.620432661665334,4,11
"prime","minist",0.601525481687859,4,11
"minist","prime",0.601525481687859,4,11
"labour","elect",0.576962687533748,4,11
"elect","labour",0.576962687533748,4,11
"labour","blair",0.468765666776475,4,11
"blair","labour",0.468765666776475,4,11
"elect","blair",0.439369193075826,4,11
"blair","elect",0.439369193075826,4,11
"minist","blair",0.438959619885058,4,11
"blair","minist",0.438959619885058,4,11
"prime","elect",0.418613948083126,4,11
"elect","prime",0.418613948083126,4,11
"labour","prime",0.36769999379568,4,11
"prime","labour",0.36769999379568,4,11
"labour","minist",0.350423156406367,4,11
"minist","labour",0.350423156406367,4,11
"minist","elect",0.343679447955622,4,11
"elect","minist",0.343679447955622,4,11
"labour","brown",0.325144277346416,4,11
"brown","labour",0.325144277346416,4,11
"brown","blair",0.320261268208555,4,11
"blair","brown",0.320261268208555,4,11
"prime","brown",0.305953515027787,4,11
"brown","prime",0.305953515027787,4,11
"elect","brown",0.304981937424837,4,11
"brown","elect",0.304981937424837,4,11
"minist","brown",0.241148376666257,4,11
"brown","minist",0.241148376666257,4,11
"minist","told",0.138203134791114,4,11
"told","minist",0.138203134791114,4,11
"blair","told",0.0994208405806043,4,11
"told","blair",0.0994208405806043,4,11
"elect","peopl",0.0964768953052395,4,11
"peopl","elect",0.0964768953052395,4,11
"labour","peopl",0.0883883543149061,4,11
"peopl","labour",0.0883883543149061,4,11
"brown","aid",0.0875294957846918,4,11
"aid","brown",0.0875294957846918,4,11
"prime","told",0.0867104872709896,4,11
"told","prime",0.0867104872709896,4,11
"labour","told",0.085317374367074,4,11
"told","labour",0.085317374367074,4,11
"blair","aid",0.0787455073218167,4,11
"aid","blair",0.0787455073218167,4,11
"minist","aid",0.0761032285671913,4,11
"aid","minist",0.0761032285671913,4,11
"prime","aid",0.0671368034114154,4,11
"aid","prime",0.0671368034114154,4,11
"elect","told",0.0666607080661965,4,11
"told","elect",0.0666607080661965,4,11
"blair","peopl",0.0544223189770096,4,11
"peopl","blair",0.0544223189770096,4,11
"brown","told",0.0297640598989093,4,11
"told","brown",0.0297640598989093,4,11
"prime","peopl",0.0290562770012504,4,11
"peopl","prime",0.0290562770012504,4,11
"peopl","aid",0.023949284775994,4,11
"aid","peopl",0.023949284775994,4,11
"elect","aid",0.00817206789576512,4,11
"aid","elect",0.00817206789576512,4,11
"told","aid",0.00515754909028364,4,11
"aid","told",0.00515754909028364,4,11
"minist","peopl",0.00414805032814176,4,11
"peopl","minist",0.00414805032814176,4,11
"told","peopl",-0.00658022226455514,4,11
"peopl","told",-0.00658022226455514,4,11
"labour","aid",-0.00748950795517526,4,11
"aid","labour",-0.00748950795517526,4,11
"brown","peopl",-0.0085021841974214,4,11
"peopl","brown",-0.0085021841974214,4,11
"brown","time",-0.0644691656420114,4,11
"time","brown",-0.0644691656420114,4,11
"blair","time",-0.0657204126210073,4,11
"time","blair",-0.0657204126210073,4,11
"aid","time",-0.0696602459932532,4,11
"time","aid",-0.0696602459932532,4,11
"prime","time",-0.0762422690050152,4,11
"time","prime",-0.0762422690050152,4,11
"elect","time",-0.0924305642571113,4,11
"time","elect",-0.0924305642571113,4,11
"told","time",-0.101552752391924,4,11
"time","told",-0.101552752391924,4,11
"labour","time",-0.10338367931004,4,11
"time","labour",-0.10338367931004,4,11
"minist","time",-0.133947443531498,4,11
"time","minist",-0.133947443531498,4,11
"peopl","time",-0.177735865309647,4,11
"time","peopl",-0.177735865309647,4,11
"minist","govern",0.406994154140031,5,11
"govern","minist",0.406994154140031,5,11
"tax","spend",0.273113667161545,5,11
"spend","tax",0.273113667161545,5,11
"tax","budget",0.266284998569444,5,11
"budget","tax",0.266284998569444,5,11
"tax","govern",0.221852290008153,5,11
"govern","tax",0.221852290008153,5,11
"tax","cut",0.186318750228817,5,11
"cut","tax",0.186318750228817,5,11
"budget","spend",0.178990614957133,5,11
"spend","budget",0.178990614957133,5,11
"minist","plan",0.175999422852262,5,11
"plan","minist",0.175999422852262,5,11
"cut","spend",0.143335972138095,5,11
"spend","cut",0.143335972138095,5,11
"govern","budget",0.138040097652933,5,11
"budget","govern",0.138040097652933,5,11
"plan","govern",0.13271547350012,5,11
"govern","plan",0.13271547350012,5,11
"cost","cut",0.119451018091429,5,11
"cut","cost",0.119451018091429,5,11
"plan","tax",0.116450702369414,5,11
"tax","plan",0.116450702369414,5,11
"minist","countri",0.104528664916674,5,11
"countri","minist",0.104528664916674,5,11
"govern","spend",0.0934593336462442,5,11
"spend","govern",0.0934593336462442,5,11
"minist","budget",0.0928039611683596,5,11
"budget","minist",0.0928039611683596,5,11
"cut","budget",0.0891077618729885,5,11
"budget","cut",0.0891077618729885,5,11
"minist","tax",0.0728386281353616,5,11
"tax","minist",0.0728386281353616,5,11
"countri","govern",0.0724460202116762,5,11
"govern","countri",0.0724460202116762,5,11
"minist","spend",0.0451398466593885,5,11
"spend","minist",0.0451398466593885,5,11
"plan","budget",0.0390154509145591,5,11
"budget","plan",0.0390154509145591,5,11
"cost","budget",0.0363841639579218,5,11
"budget","cost",0.0363841639579218,5,11
"plan","spend",0.0333755658604548,5,11
"spend","plan",0.0333755658604548,5,11
"plan","cut",0.0252085988134065,5,11
"cut","plan",0.0252085988134065,5,11
"countri","plan",0.0240757576088759,5,11
"plan","countri",0.0240757576088759,5,11
"cost","spend",0.0134263373261939,5,11
"spend","cost",0.0134263373261939,5,11
"cost","tax",0.00547170446613644,5,11
"tax","cost",0.00547170446613644,5,11
"tax","report",2.55833231605425e-05,5,11
"report","tax",2.55833231605425e-05,5,11
"minist","cut",-0.00162766147957064,5,11
"cut","minist",-0.00162766147957064,5,11
"govern","cut",-0.00374712271088375,5,11
"cut","govern",-0.00374712271088375,5,11
"countri","budget",-0.0203368462051072,5,11
"budget","countri",-0.0203368462051072,5,11
"spend","report",-0.0263185957189827,5,11
"report","spend",-0.0263185957189827,5,11
"cost","report",-0.0314496173716085,5,11
"report","cost",-0.0314496173716085,5,11
"budget","report",-0.03284067165242,5,11
"report","budget",-0.03284067165242,5,11
"countri","tax",-0.0370083148799175,5,11
"tax","countri",-0.0370083148799175,5,11
"cost","countri",-0.0409226989820757,5,11
"countri","cost",-0.0409226989820757,5,11
"cost","govern",-0.0413050964137206,5,11
"govern","cost",-0.0413050964137206,5,11
"cost","plan",-0.0415866008719683,5,11
"plan","cost",-0.0415866008719683,5,11
"countri","spend",-0.0441071335010667,5,11
"spend","countri",-0.0441071335010667,5,11
"minist","report",-0.0449515272803035,5,11
"report","minist",-0.0449515272803035,5,11
"govern","report",-0.0482987293486075,5,11
"report","govern",-0.0482987293486075,5,11
"cost","minist",-0.0686397143320399,5,11
"minist","cost",-0.0686397143320399,5,11
"countri","cut",-0.0748444683555664,5,11
"cut","countri",-0.0748444683555664,5,11
"countri","report",-0.0942509712178182,5,11
"report","countri",-0.0942509712178182,5,11
"cut","report",-0.0944597695043588,5,11
"report","cut",-0.0944597695043588,5,11
"plan","report",-0.110328511151852,5,11
"report","plan",-0.110328511151852,5,11
"match","game",0.334164705952761,6,11
"game","match",0.334164705952761,6,11
"game","play",0.328094961842287,6,11
"play","game",0.328094961842287,6,11
"olymp","champion",0.26695228036578,6,11
"champion","olymp",0.26695228036578,6,11
"match","play",0.248263128637759,6,11
"play","match",0.248263128637759,6,11
"match","win",0.231575827475771,6,11
"win","match",0.231575827475771,6,11
"champion","final",0.221675089470679,6,11
"final","champion",0.221675089470679,6,11
"win","final",0.206720533410037,6,11
"final","win",0.206720533410037,6,11
"win","champion",0.205248741141021,6,11
"champion","win",0.205248741141021,6,11
"win","game",0.196804576891842,6,11
"game","win",0.196804576891842,6,11
"match","champion",0.193738003625999,6,11
"champion","match",0.193738003625999,6,11
"win","play",0.18680794489027,6,11
"play","win",0.18680794489027,6,11
"match","final",0.18382312367169,6,11
"final","match",0.18382312367169,6,11
"game","champion",0.170682387579068,6,11
"champion","game",0.170682387579068,6,11
"olymp","world",0.147781267287932,6,11
"world","olymp",0.147781267287932,6,11
"olymp","final",0.146785363706327,6,11
"final","olymp",0.146785363706327,6,11
"champion","world",0.138839044009699,6,11
"world","champion",0.138839044009699,6,11
"play","champion",0.124582510242721,6,11
"champion","play",0.124582510242721,6,11
"olymp","win",0.115201139511718,6,11
"win","olymp",0.115201139511718,6,11
"game","final",0.110431731639708,6,11
"final","game",0.110431731639708,6,11
"play","final",0.101325606944541,6,11
"final","play",0.101325606944541,6,11
"olymp","game",0.0908847177464188,6,11
"game","olymp",0.0908847177464188,6,11
"world","final",0.0739134315565626,6,11
"final","world",0.0739134315565626,6,11
"set","final",0.0715470001317466,6,11
"final","set",0.0715470001317466,6,11
"olymp","set",0.0462432975390863,6,11
"set","olymp",0.0462432975390863,6,11
"match","world",0.0410271900488621,6,11
"world","match",0.0410271900488621,6,11
"win","world",0.0345434048902746,6,11
"world","win",0.0345434048902746,6,11
"game","world",0.033177823318297,6,11
"world","game",0.033177823318297,6,11
"game","time",0.0202461374904276,6,11
"time","game",0.0202461374904276,6,11
"final","time",0.0128605456703377,6,11
"time","final",0.0128605456703377,6,11
"play","world",0.0102767679752053,6,11
"world","play",0.0102767679752053,6,11
"champion","time",0.00869186626490004,6,11
"time","champion",0.00869186626490004,6,11
"champion","set",-0.0015723886950448,6,11
"set","champion",-0.0015723886950448,6,11
"olymp","match",-0.00270947056005516,6,11
"match","olymp",-0.00270947056005516,6,11
"match","time",-0.00370967045120047,6,11
"time","match",-0.00370967045120047,6,11
"win","time",-0.00678900420582916,6,11
"time","win",-0.00678900420582916,6,11
"win","set",-0.00996355680827078,6,11
"set","win",-0.00996355680827078,6,11
"game","set",-0.0146272369917951,6,11
"set","game",-0.0146272369917951,6,11
"set","world",-0.0171026813507804,6,11
"world","set",-0.0171026813507804,6,11
"olymp","time",-0.0248828713683831,6,11
"time","olymp",-0.0248828713683831,6,11
"match","set",-0.0254444271564215,6,11
"set","match",-0.0254444271564215,6,11
"play","set",-0.0442663000604052,6,11
"set","play",-0.0442663000604052,6,11
"set","time",-0.0494124289193675,6,11
"time","set",-0.0494124289193675,6,11
"play","time",-0.069287160193014,6,11
"time","play",-0.069287160193014,6,11
"world","time",-0.0706303993544392,6,11
"time","world",-0.0706303993544392,6,11
"olymp","play",-0.0949871078237026,6,11
"play","olymp",-0.0949871078237026,6,11
"nomin","award",0.514136205423966,7,11
"award","nomin",0.514136205423966,7,11
"actor","nomin",0.42708016628262,7,11
"nomin","actor",0.42708016628262,7,11
"actor","film",0.417304511396924,7,11
"film","actor",0.417304511396924,7,11
"song","music",0.413426438997021,7,11
"music","song",0.413426438997021,7,11
"actor","star",0.405422635135821,7,11
"star","actor",0.405422635135821,7,11
"actor","award",0.364803386142302,7,11
"award","actor",0.364803386142302,7,11
"star","film",0.357085818481313,7,11
"film","star",0.357085818481313,7,11
"film","award",0.295238417120849,7,11
"award","film",0.295238417120849,7,11
"nomin","film",0.292920741680764,7,11
"film","nomin",0.292920741680764,7,11
"star","award",0.282439187453308,7,11
"award","star",0.282439187453308,7,11
"nomin","star",0.255233773389851,7,11
"star","nomin",0.255233773389851,7,11
"award","won",0.248257903972719,7,11
"won","award",0.248257903972719,7,11
"nomin","won",0.183016456163357,7,11
"won","nomin",0.183016456163357,7,11
"music","award",0.146552673882188,7,11
"award","music",0.146552673882188,7,11
"song","star",0.132690237508642,7,11
"star","song",0.132690237508642,7,11
"song","nomin",0.13150752267168,7,11
"nomin","song",0.13150752267168,7,11
"actor","won",0.10870221385416,7,11
"won","actor",0.10870221385416,7,11
"song","award",0.105074212101183,7,11
"award","song",0.105074212101183,7,11
"nomin","music",0.0920187899131263,7,11
"music","nomin",0.0920187899131263,7,11
"music","film",0.0699024354874789,7,11
"film","music",0.0699024354874789,7,11
"actor","includ",0.0666285739908021,7,11
"includ","actor",0.0666285739908021,7,11
"nomin","includ",0.0653880050880155,7,11
"includ","nomin",0.0653880050880155,7,11
"music","star",0.0538122763330015,7,11
"star","music",0.0538122763330015,7,11
"award","includ",0.0527261880757369,7,11
"includ","award",0.0527261880757369,7,11
"song","top",0.0451592472412007,7,11
"top","song",0.0451592472412007,7,11
"song","includ",0.0329719629622093,7,11
"includ","song",0.0329719629622093,7,11
"song","actor",0.0312642528059829,7,11
"actor","song",0.0312642528059829,7,11
"star","won",0.0271986268710868,7,11
"won","star",0.0271986268710868,7,11
"song","film",0.0197008216774811,7,11
"film","song",0.0197008216774811,7,11
"award","top",0.0187903995598199,7,11
"top","award",0.0187903995598199,7,11
"actor","music",-0.00382009895921482,7,11
"music","actor",-0.00382009895921482,7,11
"film","won",-0.00799871747514574,7,11
"won","film",-0.00799871747514574,7,11
"film","includ",-0.0123923222854752,7,11
"includ","film",-0.0123923222854752,7,11
"star","top",-0.0161369292239965,7,11
"top","star",-0.0161369292239965,7,11
"music","includ",-0.0259171089441809,7,11
"includ","music",-0.0259171089441809,7,11
"nomin","top",-0.0302301201590549,7,11
"top","nomin",-0.0302301201590549,7,11
"won","top",-0.0326690686981836,7,11
"top","won",-0.0326690686981836,7,11
"song","won",-0.045071887871026,7,11
"won","song",-0.045071887871026,7,11
"star","includ",-0.0578991923313507,7,11
"includ","star",-0.0578991923313507,7,11
"music","top",-0.0597850059491218,7,11
"top","music",-0.0597850059491218,7,11
"music","won",-0.0671773211220427,7,11
"won","music",-0.0671773211220427,7,11
"actor","top",-0.0816188371050687,7,11
"top","actor",-0.0816188371050687,7,11
"film","top",-0.0860035827083273,7,11
"top","film",-0.0860035827083273,7,11
"won","includ",-0.145720258957511,7,11
"includ","won",-0.145720258957511,7,11
"top","includ",-0.192583252572301,7,11
"includ","top",-0.192583252572301,7,11
"softwar","comput",0.402209150963984,8,11
"comput","softwar",0.402209150963984,8,11
"user","softwar",0.370704961318774,8,11
"softwar","user",0.370704961318774,8,11
"user","comput",0.37023094611222,8,11
"comput","user",0.37023094611222,8,11
"user","net",0.363415331967091,8,11
"net","user",0.363415331967091,8,11
"virus","softwar",0.327222185604315,8,11
"softwar","virus",0.327222185604315,8,11
"site","user",0.312519360214664,8,11
"user","site",0.312519360214664,8,11
"virus","mail",0.311109520182164,8,11
"mail","virus",0.311109520182164,8,11
"virus","user",0.293820735114268,8,11
"user","virus",0.293820735114268,8,11
"virus","comput",0.272749940761987,8,11
"comput","virus",0.272749940761987,8,11
"virus","secur",0.213287688700901,8,11
"secur","virus",0.213287688700901,8,11
"site","comput",0.207290271570365,8,11
"comput","site",0.207290271570365,8,11
"net","softwar",0.206454645252528,8,11
"softwar","net",0.206454645252528,8,11
"site","net",0.198297544310363,8,11
"net","site",0.198297544310363,8,11
"mail","user",0.197226798609372,8,11
"user","mail",0.197226798609372,8,11
"mail","comput",0.192093599488651,8,11
"comput","mail",0.192093599488651,8,11
"net","comput",0.173746208497724,8,11
"comput","net",0.173746208497724,8,11
"mail","net",0.168268548755908,8,11
"net","mail",0.168268548755908,8,11
"mail","softwar",0.153662887271081,8,11
"softwar","mail",0.153662887271081,8,11
"search","user",0.149870547119352,8,11
"user","search",0.149870547119352,8,11
"mail","site",0.144892126736238,8,11
"site","mail",0.144892126736238,8,11
"site","softwar",0.142350111411798,8,11
"softwar","site",0.142350111411798,8,11
"virus","site",0.139684731206302,8,11
"site","virus",0.139684731206302,8,11
"virus","net",0.129726102355228,8,11
"net","virus",0.129726102355228,8,11
"search","site",0.129394469178747,8,11
"site","search",0.129394469178747,8,11
"search","softwar",0.126286721726972,8,11
"softwar","search",0.126286721726972,8,11
"user","peopl",0.111236748645375,8,11
"peopl","user",0.111236748645375,8,11
"search","net",0.108353273791762,8,11
"net","search",0.108353273791762,8,11
"softwar","secur",0.0667566520598672,8,11
"secur","softwar",0.0667566520598672,8,11
"mail","secur",0.0645143999415429,8,11
"secur","mail",0.0645143999415429,8,11
"search","comput",0.0617768843723163,8,11
"comput","search",0.0617768843723163,8,11
"site","peopl",0.0555338238151082,8,11
"peopl","site",0.0555338238151082,8,11
"virus","search",0.0553223999523243,8,11
"search","virus",0.0553223999523243,8,11
"search","mail",0.0448818709316051,8,11
"mail","search",0.0448818709316051,8,11
"comput","secur",0.0318770877389367,8,11
"secur","comput",0.0318770877389367,8,11
"user","secur",0.0232439207295801,8,11
"secur","user",0.0232439207295801,8,11
"mail","peopl",0.0133692796445114,8,11
"peopl","mail",0.0133692796445114,8,11
"softwar","peopl",-0.00698905467548139,8,11
"peopl","softwar",-0.00698905467548139,8,11
"comput","peopl",-0.0101589158819959,8,11
"peopl","comput",-0.0101589158819959,8,11
"search","peopl",-0.0219464880220794,8,11
"peopl","search",-0.0219464880220794,8,11
"net","secur",-0.0305279008998078,8,11
"secur","net",-0.0305279008998078,8,11
"search","secur",-0.0335028310585368,8,11
"secur","search",-0.0335028310585368,8,11
"virus","peopl",-0.033908410223054,8,11
"peopl","virus",-0.033908410223054,8,11
"site","secur",-0.0470398875715074,8,11
"secur","site",-0.0470398875715074,8,11
"net","peopl",-0.0623851790179782,8,11
"peopl","net",-0.0623851790179782,8,11
"secur","peopl",-0.349310146299216,8,11
"peopl","secur",-0.349310146299216,8,11
"firm","compani",0.322572872833873,9,11
"compani","firm",0.322572872833873,9,11
"yuko","court",0.253171982775158,9,11
"court","yuko",0.253171982775158,9,11
"yuko","compani",0.166240751207902,9,11
"compani","yuko",0.166240751207902,9,11
"yuko","firm",0.140122516873422,9,11
