"item1","item2","correlation","topic","k"
"user","game",-0.147464864048163,1,7
"game","servic",-0.25203299491857,1,7
"servic","game",-0.25203299491857,1,7
"game","peopl",-0.36661519739584,1,7
"peopl","game",-0.36661519739584,1,7
"economi","econom",0.516964929371133,2,7
"econom","economi",0.516964929371133,2,7
"growth","economi",0.426177118428672,2,7
"economi","growth",0.426177118428672,2,7
"growth","econom",0.3798237189687,2,7
"econom","growth",0.3798237189687,2,7
"rate","growth",0.318408653268767,2,7
"growth","rate",0.318408653268767,2,7
"rate","economi",0.301313560185756,2,7
"economi","rate",0.301313560185756,2,7
"rate","econom",0.295979619308855,2,7
"econom","rate",0.295979619308855,2,7
"bank","growth",0.229393963199903,2,7
"growth","bank",0.229393963199903,2,7
"rise","growth",0.224339832358313,2,7
"growth","rise",0.224339832358313,2,7
"bank","econom",0.222325964655485,2,7
"econom","bank",0.222325964655485,2,7
"rise","rate",0.221166059493976,2,7
"rate","rise",0.221166059493976,2,7
"bank","economi",0.219582747178165,2,7
"economi","bank",0.219582747178165,2,7
"rise","economi",0.200658244420182,2,7
"economi","rise",0.200658244420182,2,7
"rise","econom",0.189998930882767,2,7
"econom","rise",0.189998930882767,2,7
"market","growth",0.178344134083021,2,7
"growth","market",0.178344134083021,2,7
"price","rise",0.17443907488269,2,7
"rise","price",0.17443907488269,2,7
"bank","rate",0.17138622742536,2,7
"rate","bank",0.17138622742536,2,7
"rise","increas",0.166171757913414,2,7
"increas","rise",0.166171757913414,2,7
"price","growth",0.155447089584583,2,7
"growth","price",0.155447089584583,2,7
"price","market",0.150524257359724,2,7
"market","price",0.150524257359724,2,7
"rise","bank",0.131441000349992,2,7
"bank","rise",0.131441000349992,2,7
"price","economi",0.130045830144483,2,7
"economi","price",0.130045830144483,2,7
"increas","economi",0.129528398305139,2,7
"economi","increas",0.129528398305139,2,7
"price","rate",0.122323937233643,2,7
"rate","price",0.122323937233643,2,7
"increas","growth",0.120446459362272,2,7
"growth","increas",0.120446459362272,2,7
"rate","increas",0.116206868236789,2,7
"increas","rate",0.116206868236789,2,7
"market","bank",0.107584617704285,2,7
"bank","market",0.107584617704285,2,7
"increas","econom",0.0943079591329714,2,7
"econom","increas",0.0943079591329714,2,7
"market","econom",0.0855396838371531,2,7
"econom","market",0.0855396838371531,2,7
"market","rate",0.0688811078658176,2,7
"rate","market",0.0688811078658176,2,7
"price","econom",0.061343918118717,2,7
"econom","price",0.061343918118717,2,7
"price","bank",0.0608208811762972,2,7
"bank","price",0.0608208811762972,2,7
"month","growth",0.059755938669864,2,7
"growth","month",0.059755938669864,2,7
"market","economi",0.0569625191956602,2,7
"economi","market",0.0569625191956602,2,7
"rise","market",0.0490585256460031,2,7
"market","rise",0.0490585256460031,2,7
"price","increas",0.02276785130168,2,7
"increas","price",0.02276785130168,2,7
"market","increas",0.00163086188892297,2,7
"increas","market",0.00163086188892297,2,7
"bank","increas",-0.00319504894356287,2,7
"increas","bank",-0.00319504894356287,2,7
"rise","month",-0.00346989133612184,2,7
"month","rise",-0.00346989133612184,2,7
"bank","month",-0.0129894820611107,2,7
"month","bank",-0.0129894820611107,2,7
"rate","month",-0.0136346935900715,2,7
"month","rate",-0.0136346935900715,2,7
"month","econom",-0.0291152151718168,2,7
"econom","month",-0.0291152151718168,2,7
"price","month",-0.030254523055742,2,7
"month","price",-0.030254523055742,2,7
"month","economi",-0.0318928183788224,2,7
"economi","month",-0.0318928183788224,2,7
"month","increas",-0.102058333799582,2,7
"increas","month",-0.102058333799582,2,7
"market","month",-0.130922461516191,2,7
"month","market",-0.130922461516191,2,7
"firm","compani",0.311632288812227,3,7
"compani","firm",0.311632288812227,3,7
"share","market",0.183665416312427,3,7
"market","share",0.183665416312427,3,7
"profit","share",0.179063728765944,3,7
"share","profit",0.179063728765944,3,7
"profit","busi",0.153780595329949,3,7
"busi","profit",0.153780595329949,3,7
"profit","market",0.148349478281909,3,7
"market","profit",0.148349478281909,3,7
"compani","busi",0.146818767696088,3,7
"busi","compani",0.146818767696088,3,7
"firm","busi",0.145280125151453,3,7
"busi","firm",0.145280125151453,3,7
"profit","compani",0.142648680058611,3,7
"compani","profit",0.142648680058611,3,7
"product","oil",0.138574840370412,3,7
"oil","product",0.138574840370412,3,7
"profit","sale",0.132225453453985,3,7
"sale","profit",0.132225453453985,3,7
"profit","firm",0.112897274404661,3,7
"firm","profit",0.112897274404661,3,7
"firm","share",0.107463994366911,3,7
"share","firm",0.107463994366911,3,7
"market","sale",0.103265111551855,3,7
"sale","market",0.103265111551855,3,7
"compani","share",0.100647621363264,3,7
"share","compani",0.100647621363264,3,7
"firm","market",0.077278091208523,3,7
"market","firm",0.077278091208523,3,7
"share","sale",0.0745323050628512,3,7
"sale","share",0.0745323050628512,3,7
"product","compani",0.0744795332993463,3,7
"compani","product",0.0744795332993463,3,7
"share","busi",0.0684349584373968,3,7
"busi","share",0.0684349584373968,3,7
"oil","compani",0.0670461649778305,3,7
"compani","oil",0.0670461649778305,3,7
"product","profit",0.0607363043844177,3,7
"profit","product",0.0607363043844177,3,7
"market","busi",0.0510002778412807,3,7
"busi","market",0.0510002778412807,3,7
"compani","market",0.0500037184292663,3,7
"market","compani",0.0500037184292663,3,7
"compani","sale",0.0459108984384078,3,7
"sale","compani",0.0459108984384078,3,7
"product","market",0.0444222324012377,3,7
"market","product",0.0444222324012377,3,7
"oil","sale",0.0330071328603222,3,7
"sale","oil",0.0330071328603222,3,7
"product","firm",0.0313615738219233,3,7
"firm","product",0.0313615738219233,3,7
"oil","market",0.03058728646011,3,7
"market","oil",0.03058728646011,3,7
"oil","firm",0.0304063009052652,3,7
"firm","oil",0.0304063009052652,3,7
"product","share",0.0238260520672688,3,7
"share","product",0.0238260520672688,3,7
"oil","busi",0.0236428697105585,3,7
"busi","oil",0.0236428697105585,3,7
"product","sale",0.0206461894324183,3,7
"sale","product",0.0206461894324183,3,7
"deal","busi",0.0202481296357439,3,7
"busi","deal",0.0202481296357439,3,7
"deal","share",-0.00013217884138071,3,7
"share","deal",-0.00013217884138071,3,7
"product","busi",-0.00340835284680871,3,7
"busi","product",-0.00340835284680871,3,7
"oil","deal",-0.00618091565192362,3,7
"deal","oil",-0.00618091565192362,3,7
"oil","profit",-0.00808668726519418,3,7
"profit","oil",-0.00808668726519418,3,7
"busi","sale",-0.0113737233623232,3,7
"sale","busi",-0.0113737233623232,3,7
"deal","firm",-0.019977138868601,3,7
"firm","deal",-0.019977138868601,3,7
"oil","share",-0.0226010244724434,3,7
"share","oil",-0.0226010244724434,3,7
"profit","deal",-0.0301560347342636,3,7
"deal","profit",-0.0301560347342636,3,7
"firm","sale",-0.0464044761557606,3,7
"sale","firm",-0.0464044761557606,3,7
"deal","compani",-0.0545965353775273,3,7
"compani","deal",-0.0545965353775273,3,7
"deal","market",-0.0624697416161962,3,7
"market","deal",-0.0624697416161962,3,7
"product","deal",-0.0727157472781496,3,7
"deal","product",-0.0727157472781496,3,7
"deal","sale",-0.0841007833116565,3,7
"sale","deal",-0.0841007833116565,3,7
"game","player",0.372457368968093,4,7
"player","game",0.372457368968093,4,7
"game","play",0.316416982650736,4,7
"play","game",0.316416982650736,4,7
"player","play",0.310334715420584,4,7
"play","player",0.310334715420584,4,7
"chelsea","club",0.287401043477287,4,7
"club","chelsea",0.287401043477287,4,7
"game","goal",0.2212593821429,4,7
"goal","game",0.2212593821429,4,7
"chelsea","goal",0.221010679382501,4,7
"goal","chelsea",0.221010679382501,4,7
"club","player",0.220232840562185,4,7
"player","club",0.220232840562185,4,7
"win","game",0.183910835876273,4,7
"game","win",0.183910835876273,4,7
"win","goal",0.173052995833704,4,7
"goal","win",0.173052995833704,4,7
"win","play",0.171365420438747,4,7
"play","win",0.171365420438747,4,7
"club","goal",0.148237763097936,4,7
"goal","club",0.148237763097936,4,7
"chelsea","player",0.143157977337222,4,7
"player","chelsea",0.143157977337222,4,7
"player","goal",0.140334742413781,4,7
"goal","player",0.140334742413781,4,7
"win","player",0.131813320784747,4,7
"player","win",0.131813320784747,4,7
"club","play",0.122821347554149,4,7
"play","club",0.122821347554149,4,7
"chelsea","manag",0.119276216399781,4,7
"manag","chelsea",0.119276216399781,4,7
"play","goal",0.117076112405033,4,7
"goal","play",0.117076112405033,4,7
"chelsea","game",0.113493086305966,4,7
"game","chelsea",0.113493086305966,4,7
"club","game",0.110731887904948,4,7
"game","club",0.110731887904948,4,7
"club","manag",0.0925806304749891,4,7
"manag","club",0.0925806304749891,4,7
"win","chelsea",0.0748969762507509,4,7
"chelsea","win",0.0748969762507509,4,7
"player","manag",0.0747656840952358,4,7
"manag","player",0.0747656840952358,4,7
"chelsea","unit",0.0741160239977587,4,7
"unit","chelsea",0.0741160239977587,4,7
"chelsea","play",0.0629174628847672,4,7
"play","chelsea",0.0629174628847672,4,7
"club","unit",0.0538971620413308,4,7
"unit","club",0.0538971620413308,4,7
"goal","manag",0.0537907127239288,4,7
"manag","goal",0.0537907127239288,4,7
"game","manag",0.0411278494139056,4,7
"manag","game",0.0411278494139056,4,7
"goal","time",0.0359177704017948,4,7
"time","goal",0.0359177704017948,4,7
"chelsea","time",0.0114350641803157,4,7
"time","chelsea",0.0114350641803157,4,7
"manag","unit",0.0114187857964205,4,7
"unit","manag",0.0114187857964205,4,7
"game","time",-0.00745614273905166,4,7
"time","game",-0.00745614273905166,4,7
"goal","unit",-0.0111284162131858,4,7
"unit","goal",-0.0111284162131858,4,7
"win","club",-0.0238060109456491,4,7
"club","win",-0.0238060109456491,4,7
"play","manag",-0.0345446428946213,4,7
"manag","play",-0.0345446428946213,4,7
"player","unit",-0.0346000795525434,4,7
"unit","player",-0.0346000795525434,4,7
"club","time",-0.0358252923986698,4,7
"time","club",-0.0358252923986698,4,7
"win","time",-0.0378771969700974,4,7
"time","win",-0.0378771969700974,4,7
"player","time",-0.0415134935265977,4,7
"time","player",-0.0415134935265977,4,7
"game","unit",-0.0532191447773425,4,7
"unit","game",-0.0532191447773425,4,7
"play","unit",-0.0707854429118545,4,7
"unit","play",-0.0707854429118545,4,7
"manag","time",-0.0863699813011052,4,7
"time","manag",-0.0863699813011052,4,7
"win","manag",-0.0866956761403267,4,7
"manag","win",-0.0866956761403267,4,7
"win","unit",-0.0965671770710552,4,7
"unit","win",-0.0965671770710552,4,7
"play","time",-0.105479693114192,4,7
"time","play",-0.105479693114192,4,7
"unit","time",-0.144322089013112,4,7
"time","unit",-0.144322089013112,4,7
"tori","labour",0.561278386686303,5,7
"labour","tori",0.561278386686303,5,7
"labour","elect",0.561201459603132,5,7
"elect","labour",0.561201459603132,5,7
"labour","parti",0.517651566343336,5,7
"parti","labour",0.517651566343336,5,7
"parti","elect",0.489513328757461,5,7
"elect","parti",0.489513328757461,5,7
"tori","parti",0.475680225671041,5,7
"parti","tori",0.475680225671041,5,7
"tori","elect",0.471562217823508,5,7
"elect","tori",0.471562217823508,5,7
"labour","blair",0.452890194375996,5,7
"blair","labour",0.452890194375996,5,7
"tori","blair",0.424599827816775,5,7
"blair","tori",0.424599827816775,5,7
"elect","blair",0.422106090643696,5,7
"blair","elect",0.422106090643696,5,7
"minist","blair",0.418407332756712,5,7
"blair","minist",0.418407332756712,5,7
"minist","govern",0.396545353700496,5,7
"govern","minist",0.396545353700496,5,7
"labour","minist",0.3203619716466,5,7
"minist","labour",0.3203619716466,5,7
"tori","minist",0.31234183164779,5,7
"minist","tori",0.31234183164779,5,7
"minist","elect",0.312120855659,5,7
"elect","minist",0.312120855659,5,7
"parti","blair",0.299459314954839,5,7
"blair","parti",0.299459314954839,5,7
"tori","govern",0.285304349539891,5,7
"govern","tori",0.285304349539891,5,7
"labour","govern",0.260512233066752,5,7
"govern","labour",0.260512233066752,5,7
"blair","govern",0.235016871031366,5,7
"govern","blair",0.235016871031366,5,7
"elect","govern",0.232421971808682,5,7
"govern","elect",0.232421971808682,5,7
"parti","minist",0.221492882416379,5,7
"minist","parti",0.221492882416379,5,7
"tori","public",0.197881544330995,5,7
"public","tori",0.197881544330995,5,7
"tori","plan",0.197288387259378,5,7
"plan","tori",0.197288387259378,5,7
"parti","govern",0.193985252275849,5,7
"govern","parti",0.193985252275849,5,7
"elect","public",0.183460920837504,5,7
"public","elect",0.183460920837504,5,7
"minist","plan",0.161471795708414,5,7
"plan","minist",0.161471795708414,5,7
"labour","public",0.150336782917057,5,7
"public","labour",0.150336782917057,5,7
"blair","public",0.150318101216835,5,7
"public","blair",0.150318101216835,5,7
"blair","plan",0.143770679928827,5,7
"plan","blair",0.143770679928827,5,7
"parti","public",0.13866678032707,5,7
"public","parti",0.13866678032707,5,7
"minist","public",0.125554855011436,5,7
"public","minist",0.125554855011436,5,7
"elect","plan",0.119616530901581,5,7
"plan","elect",0.119616530901581,5,7
"public","govern",0.119241028822559,5,7
"govern","public",0.119241028822559,5,7
"plan","govern",0.113075917882106,5,7
"govern","plan",0.113075917882106,5,7
"labour","plan",0.104023872591809,5,7
"plan","labour",0.104023872591809,5,7
"parti","plan",0.0811174246211563,5,7
"plan","parti",0.0811174246211563,5,7
"plan","public",0.039195547861551,5,7
"public","plan",0.039195547861551,5,7
"tori","peopl",0.0368344513675208,5,7
"peopl","tori",0.0368344513675208,5,7
"parti","peopl",0.0268972544432452,5,7
"peopl","parti",0.0268972544432452,5,7
"elect","peopl",0.0135976563541057,5,7
"peopl","elect",0.0135976563541057,5,7
"labour","peopl",0.00745199969297518,5,7
"peopl","labour",0.00745199969297518,5,7
"blair","peopl",-0.01648425638095,5,7
"peopl","blair",-0.01648425638095,5,7
"public","peopl",-0.0288678488816368,5,7
"peopl","public",-0.0288678488816368,5,7
"minist","peopl",-0.11641121184061,5,7
"peopl","minist",-0.11641121184061,5,7
"peopl","govern",-0.122193167057613,5,7
"govern","peopl",-0.122193167057613,5,7
"plan","peopl",-0.15306764406871,5,7
"peopl","plan",-0.15306764406871,5,7
"wale","england",0.498439200609795,6,7
"england","wale",0.498439200609795,6,7
"game","player",0.375513558720842,6,7
"player","game",0.375513558720842,6,7
"match","game",0.330317344279987,6,7
"game","match",0.330317344279987,6,7
"game","play",0.320853336327504,6,7
"play","game",0.320853336327504,6,7
"player","play",0.314245376361485,6,7
"play","player",0.314245376361485,6,7
"match","play",0.243202687774964,6,7
"play","match",0.243202687774964,6,7
"match","win",0.226725575895249,6,7
"win","match",0.226725575895249,6,7
"match","player",0.221913401696567,6,7
"player","match",0.221913401696567,6,7
"win","final",0.200729908507499,6,7
"final","win",0.200729908507499,6,7
"win","game",0.188804514822995,6,7
"game","win",0.188804514822995,6,7
"match","final",0.180036803889248,6,7
"final","match",0.180036803889248,6,7
"win","play",0.177237013394408,6,7
"play","win",0.177237013394408,6,7
"match","england",0.176837833794937,6,7
"england","match",0.176837833794937,6,7
"match","wale",0.141511538021301,6,7
"wale","match",0.141511538021301,6,7
"win","player",0.13640901472803,6,7
"player","win",0.13640901472803,6,7
"england","player",0.126234086759251,6,7
"player","england",0.126234086759251,6,7
"england","game",0.112975573993354,6,7
"game","england",0.112975573993354,6,7
"game","final",0.1041729284766,6,7
"final","game",0.1041729284766,6,7
"wale","game",0.100970012656199,6,7
"game","wale",0.100970012656199,6,7
"win","wale",0.0948560489331269,6,7
"wale","win",0.0948560489331269,6,7
"play","final",0.0939006053454633,6,7
"final","play",0.0939006053454633,6,7
"england","play",0.0902737651797283,6,7
"play","england",0.0902737651797283,6,7
"wale","player",0.0875142958888667,6,7
"player","wale",0.0875142958888667,6,7
"world","final",0.066102622575088,6,7
"final","world",0.066102622575088,6,7
"win","england",0.065410863821052,6,7
"england","win",0.065410863821052,6,7
"player","final",0.0649281608689802,6,7
"final","player",0.0649281608689802,6,7
"player","world",0.0576560680291167,6,7
"world","player",0.0576560680291167,6,7
"wale","play",0.0463185035694993,6,7
"play","wale",0.0463185035694993,6,7
"match","world",0.0341063649512361,6,7
"world","match",0.0341063649512361,6,7
"win","world",0.0229645685690898,6,7
"world","win",0.0229645685690898,6,7
"game","world",0.0225006119105011,6,7
"world","game",0.0225006119105011,6,7
"game","time",0.0031748909306854,6,7
"time","game",0.0031748909306854,6,7
"england","final",0.000293563922294648,6,7
"final","england",0.000293563922294648,6,7
"final","time",-0.000357114155204793,6,7
"time","final",-0.000357114155204793,6,7
"play","world",-0.0026463198983184,6,7
"world","play",-0.0026463198983184,6,7
"england","world",-0.0137340568698136,6,7
"world","england",-0.0137340568698136,6,7
"match","time",-0.0152998827810482,6,7
"time","match",-0.0152998827810482,6,7
"wale","final",-0.0229653838222373,6,7
"final","wale",-0.0229653838222373,6,7
"win","time",-0.0259360347923213,6,7
"time","win",-0.0259360347923213,6,7
"wale","time",-0.0287186787089972,6,7
"time","wale",-0.0287186787089972,6,7
"player","time",-0.0316827218906016,6,7
"time","player",-0.0316827218906016,6,7
"england","time",-0.0549398431952324,6,7
"time","england",-0.0549398431952324,6,7
"wale","world",-0.0721528626894394,6,7
"world","wale",-0.0721528626894394,6,7
"play","time",-0.0915625275922195,6,7
"time","play",-0.0915625275922195,6,7
"world","time",-0.0933331346103462,6,7
"time","world",-0.0933331346103462,6,7
"nomin","award",0.529146070070703,7,7
"award","nomin",0.529146070070703,7,7
"actor","nomin",0.441176713151069,7,7
"nomin","actor",0.441176713151069,7,7
"actor","film",0.440728980245603,7,7
"film","actor",0.440728980245603,7,7
"actor","star",0.429756196797801,7,7
"star","actor",0.429756196797801,7,7
"star","film",0.407080458505335,7,7
"film","star",0.407080458505335,7,7
"actor","award",0.387232724415061,7,7
"award","actor",0.387232724415061,7,7
"film","award",0.338154058883325,7,7
"award","film",0.338154058883325,7,7
"star","award",0.32706216052684,7,7
"award","star",0.32706216052684,7,7
"nomin","film",0.32001784099508,7,7
"film","nomin",0.32001784099508,7,7
"nomin","star",0.28469900382821,7,7
"star","nomin",0.28469900382821,7,7
"music","award",0.195961245846075,7,7
"award","music",0.195961245846075,7,7
"award","includ",0.144868569949852,7,7
"includ","award",0.144868569949852,7,7
"music","film",0.136597103831383,7,7
"film","music",0.136597103831383,7,7
"actor","includ",0.131165304042147,7,7
"includ","actor",0.131165304042147,7,7
"nomin","music",0.127152018671765,7,7
"music","nomin",0.127152018671765,7,7
"nomin","includ",0.124904464253328,7,7
"includ","nomin",0.124904464253328,7,7
"music","star",0.123205476811262,7,7
"star","music",0.123205476811262,7,7
"film","includ",0.111430499308559,7,7
"includ","film",0.111430499308559,7,7
"music","play",0.103409912922037,7,7
"play","music",0.103409912922037,7,7
"actor","play",0.101338095865669,7,7
"play","actor",0.101338095865669,7,7
"star","play",0.0990453124364656,7,7
"play","star",0.0990453124364656,7,7
"award","top",0.0949865465827859,7,7
"top","award",0.0949865465827859,7,7
"music","includ",0.0927334918144931,7,7
"includ","music",0.0927334918144931,7,7
"star","top",0.0838826924983996,7,7
"top","star",0.0838826924983996,7,7
"star","includ",0.0750937160819434,7,7
"includ","star",0.0750937160819434,7,7
"nomin","play",0.05517035834386,7,7
"play","nomin",0.05517035834386,7,7
"play","top",0.0417687070045676,7,7
"top","play",0.0417687070045676,7,7
"actor","music",0.0387797886508807,7,7
"music","actor",0.0387797886508807,7,7
"film","play",0.0367994412495269,7,7
"play","film",0.0367994412495269,7,7
"music","top",0.0366276621998984,7,7
"top","music",0.0366276621998984,7,7
"nomin","top",0.0247369442184889,7,7
"top","nomin",0.0247369442184889,7,7
"film","top",0.01871974191447,7,7
"top","film",0.01871974191447,7,7
"top","includ",-0.00734238633697777,7,7
"includ","top",-0.00734238633697777,7,7
"play","award",-0.0136320164030112,7,7
"award","play",-0.0136320164030112,7,7
"actor","top",-0.018569728369856,7,7
"top","actor",-0.018569728369856,7,7
"top","time",-0.0385875139053482,7,7
"time","top",-0.0385875139053482,7,7
"nomin","time",-0.0516541166868043,7,7
"time","nomin",-0.0516541166868043,7,7
"music","time",-0.0753233011569182,7,7
"time","music",-0.0753233011569182,7,7
"play","time",-0.0869309367258361,7,7
"time","play",-0.0869309367258361,7,7
"actor","time",-0.111835173927121,7,7
"time","actor",-0.111835173927121,7,7
"award","time",-0.12303745168474,7,7
"time","award",-0.12303745168474,7,7
"film","time",-0.126288909293352,7,7
"time","film",-0.126288909293352,7,7
"star","time",-0.137377098349806,7,7
"time","star",-0.137377098349806,7,7
"play","includ",-0.154644792573741,7,7
"includ","play",-0.154644792573741,7,7
"includ","time",-0.200551029548009,7,7
"time","includ",-0.200551029548009,7,7
